ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan,Alasan_Kenyamanan,Alasan_Kebersihan,Alasan_Pelayanan,Alasan_Harga,Alasan_Lokasi,Alasan_Fasilitas,Alasan_Makanan
7173,Traveloka,Hotel Santika Bandung,6/17/2015,1. kebersihan baik 2. lokasi strategis 3. pelayanan ramah dan baik 4. harga relatif terjangkau dan sesuai dengan keunggulan yang didapatkan oleh tamu hotel,,positif,positif,positif,positif,,,,kebersihan baik,pelayanan ramah dan baik,harga relatif terjangkau dan sesuai,lokasi strategis,,
7174,Traveloka,Hotel Santika Bandung,6/17/2015,"lokasi cukup baik, nyaman dan sangat ramah",positif,,,,positif,,,nyaman dan sangat ramah,,,,lokasi cukup baik,,
7175,Traveloka,Hotel Santika Bandung,6/3/2015,kami menginap 2 malam di hotel santika. selama disana keluarga saya merasa senang.,,,,,,,,,,,,,,
7176,Traveloka,Hotel Santika Bandung,6/3/2015,"pelayanannya baik dan hotelnya nyaman, dekat dengan mana saja",positif,,positif,,,,,"hotelnya nyaman, dekat dengan mana saja",,pelayanannya baik,,,,
7177,Traveloka,Hotel Santika Bandung,6/3/2015,"hotel yang menyenangkan, staf yang ramah dan dekat dengan pusat kota. tapi sayang kecewa dengan breakfastnya. tidak banyak pilihan dan makanan lokal nya tidak fresh.",,,positif,,positif,,negatif,,,staf yang ramah,,dekat dengan pusat kota,,"kecewa dengan breakfastnya, tidak banyak pilihan dan makanan lokal nya tidak fresh"
7178,Traveloka,Hotel Santika Bandung,5/27/2015,"baik, baik layanan, sangat dirawat di rumah sakit, kolam renang swimmimg cukup. makanan sudah besar",,,positif,,,netral,netral,,,"baik, baik layanan, sangat dirawat di rumah sakit, kolam renang swimmimg cukup.",,,"baik, baik layanan, sangat dirawat di rumah sakit, kolam renang swimmimg cukup.",makanan sudah besar
7179,Traveloka,Hotel Santika Bandung,5/27/2015,"staf ramah, kamar bagus, pilihan sarapan memuaskan",positif,,positif,,,,positif,kamar bagus,,staf ramah,,,,pilihan sarapan memuaskan
7180,Traveloka,Hotel Santika Bandung,5/20/2015,"lokasi sangat strategis, dekat dengan mall, restaurant dan factory outlets hanya dengan berjalan kaki. banyak pilihan menu breakfast, staf sangat ramah, kamar bersih nyaman. kids pool nya besar. recommended!",positif,positif,positif,,positif,positif,positif,"banyak pilihan menu breakfast, staf sangat ramah, kamar bersih nyaman.",kamar bersih nyaman,staf sangat ramah,,"lokasi sangat strategis, dekat dengan mall, restaurant dan factory outlets",kids pool nya besar,banyak pilihan menu breakfast
7181,Traveloka,Hotel Santika Bandung,5/20/2015,staf sangat membantu dan pengertian sekali. lokasi hotel strategis juga breakfast yang variatif.,,,positif,,positif,,positif,,,staf sangat membantu dan pengertian,,lokasi hotel strategis,,breakfast yang variatif
7182,Traveloka,Hotel Santika Bandung,5/13/2015,"first time kami pakai traveloka, sangat mmbantu di tengah kpadatan jadwa, santika hotel design lama tapi masih nyaman, dan lokasi strategis, kamar luas homey, breakfast banyak variasinya, bagus staf dan fasilitas lengkap.",positif,,netral,,positif,positif,positif,kamar luas homey,,"banyak variasinya, bagus staf dan fasilitas lengkap",,lokasi strategis,fasilitas lengkap,breakfast banyak variasinya
7183,Traveloka,Hotel Santika Bandung,5/13/2015,"menyenangkan, ramah, bersih, respon cepat, dekat kemana-mana",,positif,positif,,positif,,,,bersih,"ramah, respon cepat",,dekat kemana-mana,,
7184,Traveloka,Hotel Santika Bandung,5/13/2015,"baik pilihan sarapan khusus untuk indonesia makanan,",,,,,,,netral,,,,,,,"baik pilihan sarapan khusus untuk indonesia makanan,"
7185,Traveloka,Hotel Santika Bandung,5/6/2015,"respon reservasi sangat lambat, email berhari-hari tidak dibalas untuk mengkonfirmasikan bed type yang saya request.",,,negatif,,,,,,,"respon reservasi sangat lambat, email berhari-hari tidak dibalas",,,,
7186,Traveloka,Hotel Santika Bandung,5/6/2015,"kamar bersih, luas. lokasinya dekat mall, mkanan enak2 ala indonesia raya",positif,positif,,,positif,,positif,"kamar bersih, luas.","kamar bersih, luas",,,lokasinya dekat mall,,makanan enak ala indonesia raya
7187,Traveloka,Hotel Santika Bandung,5/6/2015,"hotel terlihat tua, kebersihan cukup, kolam renang yang menyenangkan, lokasi sangat strategis overall bagus hotel",,netral,,,positif,positif,,,kebersihan cukup,,,lokasi sangat strategis,kolam renang yang menyenangkan,
7188,Traveloka,Hotel Santika Bandung,5/6/2015,kamar baik breakfast baik fasilitas hotel baik saya baru ngeh ternyata ada airport transfer free (antar jemput)llumayan tuh buat menghemat ongkos taxi: d sedikit kecewanya di kamar mandi. pembungan airnya sedikit kurang lancar shower di bathtube agak susah penggunaannya (kamar 105) overall very bagus for us: d bravo!,positif,negatif,,positif,,positif,positif,kamar baik,pembungan airnya sedikit kurang lancar,,ternyata ada airport transfer free (antar jemput)llumayan tuh buat menghemat ongkos,,ada airport transfer free,breakfast baik
7189,Traveloka,Hotel Santika Bandung,5/6/2015,pelayanan bagus. kebetulan ortu saya perlu kursi dorong. oleh karyawan hotel santika kursi roda di pinjamkan sampai kami cek aout. thanks ya,,,positif,,,,,,,"pelayanan bagus, kursi roda di pinjamkan sampai kami cek out",,,,
7190,Traveloka,Hotel Santika Bandung,4/29/2015,"hotel nya bagus meskipun bangunan lama, pegawainya ramah dan sopan. kamar bersih. siaran televisi kabel banyak pilihan. breakfast nya enak dan banyak macamnya. puas dan recommend menginap di santika bandung. thanks traveloka atas diskon nya. transaksi mudah dan cepat. traveloka memang pas untuk kita.",positif,positif,positif,positif,,netral,positif,kamar bersih.,kamar bersih,pegawainya ramah dan sopan,thanks traveloka atas diskon nya.,,siaran televisi kabel banyak pilihan.,breakfast nya enak dan banyak macamnya
7191,Traveloka,Hotel Santika Bandung,4/22/2015,"hotelnya bangunan lama, tapi pelayanan dan breakfastnya enak. berada ditengah kota jadi dekat mau kemana-mana.",,,positif,,positif,,positif,,,pelayanan dan breakfastnya enak,,berada ditengah kota jadi dekat mau kemana-mana,,breakfastnya enak
7192,Traveloka,Hotel Santika Bandung,4/22/2015,"bersih, hotel lama tapi tetap baik, sangat dekat daerah belanja.",,positif,,,positif,,,,bersih,,,sangat dekat daerah belanja,,
7193,Traveloka,Hotel Santika Bandung,4/22/2015,"hotelnya bagus, pegawai-pegawainya ramah, makanannya enak, lokasi strategis. setelah sampai baru tahu ternyata diperbolehkan merokok di dalam hotel. untung pesan kamar non-smoking jadi di kamar tidak bau rokok.",,,positif,,positif,,positif,,,pegawai-pegawainya ramah,,lokasi strategis,,makanannya enak
7194,Traveloka,Hotel Santika Bandung,4/22/2015,"semua bagus, tapi untuk penyediaan stock sarapan kurang bagus, makanan habis dak diisi lagi. saran untuk tamu. sarapan jangan sampai kesiangan.",,,,,,,negatif,,,,,,,"penyediaan stock sarapan kurang bagus, makanan habis tidak diisi lagi"
7195,Traveloka,Hotel Santika Bandung,4/15/2015,sudah baik tetapi kasur twin ukuranya kecil tidak seperti hotel lain,negatif,,,,,,,sudah baik tetapi kasur twin ukuranya kecil tidak seperti hotel lain,,,,,,
7196,Traveloka,Hotel Santika Bandung,4/15/2015,"ruangan hotel cukup bersih, walaupun hotelnya umurnya sudah cukup lama, untuk menu sarapan pagi juga cukup enak",,positif,,,,,positif,,ruangan hotel cukup bersih,,,,,menu sarapan pagi juga cukup enak
7197,Traveloka,Hotel Santika Bandung,4/8/2015,"hotel favorit kami, pelayanannya sangat ramah dan membantu. breakfast juga banyak pilihan dan rasanya enak. terima kasih pak agil ( supervisor ) yang cepat menanggapi rekuest dari kami. lokasi sangat strategis, wisata kuliner juga mudah sekali didapat.",,,positif,,positif,,positif,,,pelayanannya sangat ramah dan membantu,,"lokasi sangat strategis, wisata kuliner juga mudah sekali didapat",,breakfast juga banyak pilihan dan rasanya enak
7198,Traveloka,Hotel Santika Bandung,4/8/2015,tempat yang sangat baik dan sangat dekat pusat daerah factory outlet,,,,,positif,,,,,,,tempat yang sangat baik dan sangat dekat pusat daerah factory outlet,,
7199,Traveloka,Hotel Santika Bandung,4/8/2015,alhamdulillaah kami sekeluarga mngucapkan terima kasih untuk pelayanan yang luat biada dan fasilitas yang memuaskan. breakfast nya lezat. yang outstanding mobil kita juga dicuci gratis. trims traveloka.,,,positif,positif,,positif,positif,,,pelayanan yang luar biasa,yang outstanding mobil kita juga dicuci gratis.,,"fasilitas yang memuaskan, mobil kita juga dicuci gratis",breakfast nya lezat
7200,Traveloka,Hotel Santika Bandung,4/1/2015,kamar mandi pd kamar yang saya pesan old design. bath tube. toillet wastafel perlu diganti. to new design,negatif,,,,,,,"kamar mandi old design, bath tube, toilet wastafel perlu diganti",,,,,,
7201,Traveloka,Hotel Santika Bandung,4/1/2015,air conditioner kamar dan breakfastnya bagus. lokasi sangat dekat dengan outlet dan supermarket yogya.,positif,,,,positif,,positif,air conditioner kamar bagus,,,,lokasi sangat dekat dengan outlet dan supermarket yogya,,breakfastnya bagus
7202,Traveloka,Hotel Santika Bandung,4/1/2015,kamar cukup nyaman. pelayanan agak kurang pada saat di restoran. mungkin karena jam sibuk atau kurang pelayan nya. untuk makanan cukup baik. lahan parkir sempit ya tapi overall baik lah.,positif,,negatif,,,negatif,positif,kamar cukup nyaman,,pelayanan agak kurang pada saat di restoran,,,lahan parkir sempit,untuk makanan cukup baik
7203,Traveloka,Hotel Santika Bandung,3/25/2015,"kamarnya nyaman, pelayanannya bagus dan ramah-ramah. sarapan paginya enak dan banyak variant. poolnya bagus. dekat dengan mall dan pusat factory outlet.",positif,,positif,,positif,positif,positif,kamarnya nyaman,,pelayanannya bagus dan ramah-ramah,,dekat dengan mall dan pusat factory outlet,poolnya bagus,sarapan paginya enak dan banyak variant
7204,Traveloka,Hotel Santika Bandung,3/25/2015,"pelayanannya memuaskan, kolam renangnya bersih, anak-anak pun senang bisa berenang",,positif,positif,,,positif,,,"pelayanannya memuaskan, kolam renangnya bersih, anak-anak pun senang bisa berenang",pelayanannya memuaskan,,,"kolam renangnya bersih, anak-anak pun senang bisa berenang",
7205,Traveloka,Hotel Santika Bandung,3/25/2015,"hotel yang strategis, lumayan nyaman, nuansa sunda sangat terasa, breakfast lumayan komplet walaupun stoknya kelihatan limited, mobil dicuci walaupun hasilnya kurang bersih. tidak ada petugas yang membantu mengatur lalu lintas ketika keluar hotel.",positif,positif,negatif,,positif,,netral,"lumayan nyaman, nuansa sunda sangat terasa",dicuci walaupun hasilnya kurang bersih,tidak ada petugas yang membantu mengatur lalu lintas ketika keluar hotel,,hotel yang strategis,,breakfast lumayan komplet walaupun stoknya kelihatan limited
7206,Traveloka,Hotel Santika Bandung,3/25/2015,"kalau ke bandung, saya lebih suka menginap di santika, alesan utama sih strategis dan deket ke bip dan fo di riau/ r. e. martadinata, untuk makanan, di belakang bip juga banyak bingits.",,,,,positif,,positif,,,,,strategis dan deket ke bip dan fo di riau,,"martadinata, untuk makanan, di belakang bip juga banyak bingits."
7207,Traveloka,Hotel Santika Bandung,3/18/2015,"tempat menarik deket dengan fo tinggal jalan kaki, pelayanan baik! pertama datang senang karena dikasih kamar gedean tapi pas buat tidur bednya gg nyaman, dan ternyata it double bed dijadikan singlebed, setelah komplain langsung tanggap dipindah kamar tapi agak kecilan.",negatif,,positif,,positif,,,"bednya tidak nyaman, double bed dijadikan singlebed",,"pelayanan baik, setelah komplain langsung tanggap dipindah kamar",,tempat menarik deket dengan fo tinggal jalan kaki,,
7208,Traveloka,Hotel Santika Bandung,3/18/2015,"menyenangkan, dekat ke tempat2 belanja dan makan. tak terlupakan. harganya juga baik by traveloka. bagus.",,,,positif,positif,,,,,,harganya juga baik,dekat ke tempat2 belanja dan makan,,
7209,Traveloka,Hotel Santika Bandung,3/11/2015,menyenangkan. lokasi k mana2 dekat dan breakfast mantap,,,,,positif,,positif,,,,,lokasi kemana2 dekat,,breakfast mantap
7210,Traveloka,Hotel Santika Bandung,3/4/2015,"hotel tergolong hotel lama, makanan dari segi taste kurang memuaskan. yang paling mengecewakan, saya booking 2 room untuk keluarga. minta pick up service di airport. sehari sebelumnya saya konfirmasi untuk pickup, semua sudah settled. pas datang, kami menunggu 1 jam, kami telefon ke hotel mobil masih akan diberangkatkan. karena lama, akhirnya kami terpaksa naik taxi rp. 130. 0 (padahal dekat). sungguh menyesal memilih hotel ini.",,,negatif,,,,negatif,,,"kami menunggu 1 jam untuk pickup, akhirnya kami terpaksa naik taxi",,,,makanan dari segi taste kurang memuaskan
7211,Traveloka,Hotel Santika Bandung,2/25/2015,"layanan ini baik, tapi hotel seperti asrama (bangunan tua). sarapan yang baik.",negatif,,positif,,,,positif,"layanan ini baik, tapi hotel seperti asrama (bangunan tua).",,"layanan ini baik, tapi hotel seperti asrama (bangunan tua).",,,,sarapan yang baik
7212,Traveloka,Hotel Santika Bandung,2/18/2015,hotel bagus dengan lokasi yang sangat strategis dan dekat riau factory outlet dan juga restaurant dengan hidangan yang cocok dengan keluarga kami.,,,,,positif,,,,,,,lokasi yang sangat strategis dan dekat riau factory outlet,,
7213,Traveloka,Hotel Santika Bandung,2/18/2015,"makanan standart, pelayanan lumayan. sangat recommended buat yang hobby jalan jalan karena penginapan sangat strategis dekat kemanapun",,,netral,,positif,,netral,,,pelayanan lumayan,,penginapan sangat strategis dekat kemanapun,,makanan standart
7214,Traveloka,Hotel Santika Bandung,2/18/2015,"hotelnya bersih, nyaman, lokasinya yang sangat strategis dekat dengan fo dan mall2.",positif,positif,,,positif,,,nyaman,hotelnya bersih,,,lokasinya yang sangat strategis dekat dengan fo dan mall2,,
7215,Traveloka,Hotel Santika Bandung,2/18/2015,terdapat kekurangan untuk kamar superior tvnya terlalu kecil. exhaust perlu diperbanyak untuk kamar smooking.,negatif,,,,,,,untuk kamar superior tvnya terlalu kecil,,,,,,
7216,Traveloka,Hotel Santika Bandung,2/11/2015,"hotel yang letaknya strategis, cocok untuk yang suka jalan kota",,,,,positif,,,,,,,hotel yang letaknya strategis,,
7217,Traveloka,Hotel Santika Bandung,2/11/2015,"secara umum hotelnya bagus namun memerlukan sedikit perbaikan interior lama yang sudah terlihat tua seperti lift penumpang, atap bangunan luar, dan terutama toilet kamar. kondisi kamar sangat nyaman namun interior toiletnya sudah terlihat tua.",netral,netral,,,,netral,,kondisi kamar sangat nyaman namun interior toiletnya sudah terlihat tua,"atap bangunan luar, dan terutama toilet kamar",,,,"yang sudah terlihat tua seperti lift penumpang, atap bangunan luar, dan terutama",
7218,Traveloka,Hotel Santika Bandung,2/4/2015,"hotelnya dekat dengan pusat perbelanjaan dan fo, oleh karena itu saya menginap disini untuk yang kedua kalinya. staf yang ramah dan suasana hotel yang nyaman membuat anak-anak saya betah menginap disini.",positif,,positif,,positif,,,suasana hotel yang nyaman,,staf yang ramah,,hotelnya dekat dengan pusat perbelanjaan dan fo,,
7219,Traveloka,Hotel Santika Bandung,1/28/2015,"hotel dengan posisi yang sangat strategis dan menurut saya sangat nyaman. dari sisi pelayanan front office, petugas parkir dan layanan sarapan semuanya ramah sigap. jika ada kesempatan saya pasti akan kembali menginap disana lagi.",positif,,positif,,positif,netral,netral,sangat nyaman,,petugas parkir dan layanan sarapan semuanya ramah sigap,,hotel dengan posisi yang sangat strategis,"dari sisi pelayanan front office, petugas parkir dan layanan sarapan semuanya ramah sigap.","dari sisi pelayanan front office, petugas parkir dan layanan sarapan semuanya ramah sigap."
7220,Traveloka,Hotel Santika Bandung,1/28/2015,"cek in/out cepet dan baik. pelayanan bagus, breakfast banyak pilihan. cuma sayang spek kamar ada yang tidak sesuai sama review. so far bagus lah, semoga bisa balik lagi k sini",,,positif,,,,positif,,,"cek in/out cepet dan baik, pelayanan bagus",,,,breakfast banyak pilihan
7221,Traveloka,Hotel Santika Bandung,1/28/2015,dapat kamar di lantai 3 dekat ruang room service yang mana di pagi hari sangat berisik.,negatif,,netral,,,,,dapat kamar di lantai 3 dekat ruang room service yang mana di pagi hari sangat berisik,,dapat kamar di lantai 3 dekat ruang room service yang mana di pagi hari sangat berisik.,,,,
7222,Traveloka,Hotel Santika Bandung,1/28/2015,"pelayanannya memuaskan, staffnya ramah-ramah, makanannya enak, highly recommended hotel, ,",,,positif,,,,positif,,,"pelayanannya memuaskan, staffnya ramah-ramah",,,,makanannya enak
7223,Traveloka,Hotel Santika Bandung,1/28/2015,dapat kamar pojok dekat ruang room service yang mana dipagi hari sangat berisik.,negatif,,netral,,,,,dapat kamar pojok dekat ruang room service yang mana dipagi hari sangat berisik,,dapat kamar pojok dekat ruang room service yang mana dipagi hari sangat berisik.,,,,
7224,Traveloka,Hotel Santika Bandung,1/21/2015,"ini pertama kalinya saya ke hotel ini. saya terkesan dengan layout hotel yang unik dari loby hingga semi private swimming pool. plus dekatnya dengan pusat fo membuat saya sangat menikmati liburan. kamar tergolong rapi dan terawat hanya harus di update sehingga lebih ekslusif. sarapan paginya beragam dan sangat enak, saya sangat menikmati setiap santapan yang disajikan. keep work hard for santika hotel bandung",positif,,,,positif,,positif,kamar tergolong rapi dan terawat,,,,dekatnya dengan pusat fo membuat saya sangat menikmati liburan,,sarapan paginya beragam dan sangat enak
7225,Traveloka,Hotel Santika Bandung,1/21/2015,"letaknya strategis, kamarnya luas dan breakfast yang bervariatif. rekomen untuk keperluan bisnis maupun berlibur dengan keluarga.",positif,,,,positif,,positif,kamarnya luas,,,,letaknya strategis,,breakfast yang bervariatif
7226,Traveloka,Hotel Santika Bandung,1/21/2015,secara umum lumayan. tapi waktu check-in jam 14. 00 mesti nunggu setengah jam. hotel sudah kelihatan tua,,,negatif,,,,,,,waktu check-in jam 14.00 mesti nunggu setengah jam,,,,
7227,Traveloka,Hotel Santika Bandung,1/21/2015,"saya sudah sering menginap di hotel ini, menurut saya, hotel santika sangat strategis letaknya. ke bip dan ke fo di riau tinggal jalan kaki saja.",,,,,positif,,,,,,,"hotel santika sangat strategis letaknya, ke bip dan ke fo di riau tinggal jalan kaki",,
7228,Traveloka,Hotel Santika Bandung,1/14/2015,kamar bersih dan sarapan lengkap. dekat dengan pusat perbelanjaan dan pusat keramaian.,positif,positif,,,positif,,positif,kamar bersih dan sarapan lengkap.,kamar bersih,,,dekat dengan pusat perbelanjaan dan pusat keramaian,,sarapan lengkap
7229,Traveloka,Hotel Santika Bandung,1/7/2015,"hotel keluarga, pelayanan sangat cepat, sarapan nikmat, lokasi strategis dekat untuk belanja",,,positif,,positif,,positif,,,pelayanan sangat cepat,,lokasi strategis dekat untuk belanja,,sarapan nikmat
7230,Traveloka,Hotel Santika Bandung,1/7/2015,"tempat nyaman untuk berlibur, menu sarapan paginya sagat enak",positif,,,,,,positif,tempat nyaman untuk berlibur,,,,,,menu sarapan paginya sangat enak
7231,Traveloka,Hotel Santika Bandung,1/7/2015,"makanannya enak banget, lokasi hotel strategis, cocok buat keluarga berlibur ada kolamnya. terima kasih santika",,,,,positif,positif,positif,,,,,lokasi hotel strategis,ada kolamnya,makanannya enak banget
7232,Traveloka,Hotel Santika Bandung,12/31/2014,dekorasi mungkin perlu dibenahi jadi lebih nampak meriah.,,,,,,,,,,,,,,
7233,Traveloka,Hotel Santika Bandung,12/31/2014,"service baik, crew hotel ramah dan dapat diandalkan.",,,positif,,,,,,,"service baik, crew hotel ramah dan dapat diandalkan",,,,
7234,Traveloka,Hotel Santika Bandung,12/31/2014,"menu sarapan payah, itu ke itu saja, ada yang tidak dipanasi. pelayannya lamban",,,negatif,,,,negatif,,,pelayannya lamban,,,,"menu sarapan payah, itu ke itu saja, ada yang tidak dipanasi"
7235,Traveloka,Hotel Santika Bandung,12/31/2014,"untuk sekelas hotel lama, santika masih sangat baik. letaknya strategis dekat jl. riau, dekat bandung indah plaza, dekat dago, namun akses menuju hotel sangat padat/macet. overall baik, kamar bersih, makanan enak, karyawan ramah dan cekatan.",positif,positif,positif,,positif,,positif,"overall baik, kamar bersih, makanan enak, karyawan ramah dan cekatan.",kamar bersih,karyawan ramah dan cekatan,,"letaknya strategis dekat jl. riau, dekat bandung indah plaza",,makanan enak
7236,Traveloka,Hotel Santika Bandung,12/31/2014,"hotelnya bagus, pelayanan luar biasa, dan harganya sangat masuk akal! pasti akan menginap disini lagi!",,,positif,positif,,,,,,pelayanan luar biasa,harganya sangat masuk akal,,,
7237,Traveloka,Hotel Santika Bandung,12/31/2014,"proses check-in dan check-out cepat, lokasi dekat bandung indah plaza",,,positif,,positif,,,,,proses check-in dan check-out cepat,,lokasi dekat bandung indah plaza,,
7238,Traveloka,Hotel Santika Bandung,12/31/2014,"secara umum cukup baik. kamar, kebersihan dan layanan baik. cuma saat pulang, kami ketinggalan barang di kamar. baik itu kelalaian kami. cuma untuk kebaikan ke depan perlu ditingkatkan kejujuran dan niat baik dari staf terhadap klaim barang yang tertinggal.",,positif,negatif,,,,,,"kamar, kebersihan dan layanan baik",perlu ditingkatkan kejujuran dan niat baik dari staf terhadap klaim barang yang tertinggal,,,,
7239,Traveloka,Hotel Santika Bandung,12/24/2014,"barang saya sempet tertinggal di hotel, tapi akhirnya dikirim oleh pihak hotel ke alamat kami, terima kasih kami ucapkan ke pihak manajemen hotel",,,positif,,,,,,,"barang saya sempet tertinggal di hotel, tapi akhirnya dikirim oleh pihak hotel",,,,
7240,Traveloka,Hotel Santika Bandung,12/24/2014,hotel yang nyaman dan bagus untuk liburan keluarga. tepat berada di area pusat kota membuat kemudahan bagi kita untuk berpergian ke beberapa tempat wisata yang menjadi favorit untuk dikunjungi.,positif,,,,positif,,,hotel yang nyaman dan bagus untuk liburan keluarga,,,,tepat berada di area pusat kota,,
7241,Traveloka,Hotel Santika Bandung,12/24/2014,"hotel santika sungguh sangat menyenangakan untuk keluarga saya. terletak di kota bandung, hotel ini merupakan tempat yang ideal bagi kami yang ingin berjalan-jalan di kota bandung. dari sini, kami dapat menikmati akses yang mudah ke semua tempat. hotel ini dekat dengan trans studio bandung, theme park terbesar di dunia, dan trans studio mall (dahulu bandung supermall) membuat hotel ini memiliki pesona yang luar biasa. hotel ini dapat ditempuh dalam waktu 40 menit berkendara dari bandara internasional husein sastranegara dan 30 menit dari stasiun kereta api. overall menyenangkan.",,,,,positif,,,,,,,"hotel ini merupakan tempat yang ideal, akses yang mudah ke semua tempat",,
7242,Traveloka,Hotel Santika Bandung,12/24/2014,"baik, tetapi hotel perlu direnovasi. pelayanan kurang.",negatif,,negatif,,,,,hotel perlu direnovasi,,pelayanan kurang,,,,
7243,Traveloka,Hotel Santika Bandung,12/17/2014,"hotel yang nyaman dan bersih, lokasi dekat ke pusat kota dan menu sarapannya variatif banyak pilihan. kami suka menunya.",positif,positif,,,positif,,positif,hotel yang nyaman dan bersih,"hotel yang nyaman dan bersih, lokasi dekat ke pusat kota dan menu sarapannya",,,lokasi dekat ke pusat kota,,menu sarapannya variatif banyak pilihan
7244,Traveloka,Hotel Santika Bandung,12/17/2014,"breakfast kurang pelayan, meja banyak yang belum dibersihkan.",,,negatif,,,,positif,,,"breakfast kurang pelayan, meja banyak yang belum dibersihkan",,,,"breakfast kurang pelayan, meja banyak yang belum dibersihkan."
7245,Traveloka,Hotel Santika Bandung,12/17/2014,"hotel dengan lokasi strategis, model bangunan dan kamar bentuk lama namun tetap nyaman, pelayanan cepat dan ramah, sarapan lumayan, namun tidak se-variatif hotel santika di kota lain.",positif,,positif,,positif,,netral,tetap nyaman,,pelayanan cepat dan ramah,,hotel dengan lokasi strategis,,"sarapan lumayan, namun tidak se-variatif hotel santika di kota lain"
7246,Traveloka,Hotel Santika Bandung,12/17/2014,"pelayanannya bagus, kamar juga bersih, pokoknya recommended banget dah.",,positif,positif,,,,,,kamar juga bersih,pelayanannya bagus,,,,
7247,Traveloka,Hotel Santika Bandung,12/17/2014,"check-in is the best part, karena cepat sekali dan ramah pelayanan nya. kamar cukup bersih dan bagus, tetapi saya sangat kecewa dengan kamar mandi yang kurang bersih (tepatnya kurang dibersihkan). karena saya risih, saya membersihkan sendiri ternyata masih bisa lebih bersih dari pada room service hotelnya. bagian toilet dan wastafel kurang bersih, ini penting sekali.",netral,negatif,positif,,,,,"kamar cukup bersih dan bagus, tetapi saya sangat","kamar mandi yang kurang bersih, bagian toilet dan wastafel kurang bersih",check-in cepat sekali dan ramah,,,,
7248,Traveloka,Hotel Santika Bandung,12/10/2014,kami minta banyak hal dalam pelayanan dan hotel membantu dengan baik.,,,positif,,,,,,,kami minta banyak hal dalam pelayanan dan hotel membantu dengan baik,,,,
7249,Traveloka,Hotel Santika Bandung,12/10/2014,"kamar baik, luas dan bersih. kekurangannya adalah: sarapan pagi, menunya tiap pagi sama dan kurang banyak pilihan dan makanannya kurang enak. layanan di restoran kurang ramah dan lamban. dalam dua hari menginap saya langsung bosan. beda sekali dengan hotel santika di kota lain, surabaya misalnya.",positif,positif,negatif,,,,negatif,"kamar baik, luas dan bersih","kamar baik, luas dan bersih.",layanan di restoran kurang ramah dan lamban,,,,"sarapan pagi, menunya tiap pagi sama dan kurang banyak pilihan dan makanannya kurang enak"
7250,Traveloka,Hotel Santika Bandung,11/26/2014,"secara general bagus, terutama adalah lokasi sangat dekat dengan pusat kota bandung",,,,,positif,,,,,,,lokasi sangat dekat dengan pusat kota bandung,,
7251,Traveloka,Hotel Santika Bandung,11/26/2014,"hotel lama yang cukup nyaman dan bersih. lokasi strategis, dekat banyak fo dan tempat makan",positif,positif,,,positif,,,hotel lama yang cukup nyaman dan bersih,hotel lama yang cukup nyaman dan bersih.,,,"lokasi strategis, dekat banyak fo dan tempat makan",,
7252,Traveloka,Hotel Santika Bandung,11/19/2014,letak strategis dan breakfastnya enak. check-in berjalan lancar dan cukup cepat dilayani,,,positif,,positif,,positif,,,check-in berjalan lancar dan cukup cepat dilayani,,letak strategis,,breakfastnya enak
7253,Traveloka,Hotel Santika Bandung,11/5/2014,"bagus hotel, suasana tenang seperti di rumah sendiri. sarapan pagi juga enak.",positif,,,,,,positif,suasana tenang seperti di rumah sendiri,,,,,,sarapan pagi juga enak
7254,Traveloka,Hotel Santika Bandung,10/8/2014,"hotel yang sangat strategis, pelayanannya ramah, kamarnya nyaman, harga memadai. apabila kita datang menggunakan kendaraan, servis sudah termasuk kendaran di cuci, definitely want to come back",positif,,positif,positif,positif,,,kamarnya nyaman,,pelayanannya ramah,harga memadai,hotel yang sangat strategis,,
7255,Traveloka,Hotel Santika Bogor,5/13/2026,"mudah akses ke botani conventions, kebetulan ada acara di situ",,,,,positif,,,,,,,"mudah akses ke botani conventions, kebetulan ada acara di situ",,
7256,Traveloka,Hotel Santika Bogor,4/29/2026,"lokasi dekat mal, kuliner banyak, hotel bersih, asiklah",,positif,,,positif,,,,hotel bersih,,,"lokasi dekat mal, kuliner banyak",,
7257,Traveloka,Hotel Santika Bogor,4/29/2026,"salah satu hotel favorit anak-anak, apalagi kalau di weekday. kolam renang serasa punya sendiri. nyaman, menyenangkan, staf yang ramah, makanan yang sesuai selera anak-anak saya. terima kasih santika hotel bogor.",positif,,positif,,,positif,positif,"nyaman, menyenangkan",,staf yang ramah,,,kolam renang serasa punya sendiri,makanan yang sesuai selera anak-anak
7258,Traveloka,Hotel Santika Bogor,4/22/2026,"lokasi sangat strategis, akses ke mal langsung tanpa harus keluar hotel, ke lokasi wisata yang lain juga tidak jauh, staff-nya ramah dan yang paling penting kamar-nya nyaman banget. sangat direkomendasikan sekali.",positif,,positif,,positif,,,kamar-nya nyaman banget,,staff-nya ramah,,"lokasi sangat strategis, akses ke mal langsung tanpa harus keluar hotel",,
