review_id,platform,hotel_name,text_review,text_review_original,date,original_language
9930,Traveloka,Hotel Santika Bandung,Antri check out nya lama banget,Antri check out nya lama banget,2016-11-02,id
9931,Traveloka,Hotel Santika Bandung,Lagi lagi hotel di bandung memberikan kesan istimewa tidak salah deh milih hotel santika bandung saya bisa belanja soalnya dekat dengan distro disto yang dekat dengan hotel Mohon kedepannya bisa lebih di tingkatkan lagi soal pelayanannya biar menjadi tempat destinasi menginap di kota bandung,Lagi lagi hotel di bandung memberikan kesan istimewa tidak salah deh milih hotel santika bandung saya bisa belanja soalnya dekat dengan distro disto yang dekat dengan hotel Mohon kedepannya bisa lebih di tingkatkan lagi soal pelayanannya biar menjadi tempat destinasi menginap di kota bandung,2016-10-26,id
9932,Traveloka,Hotel Santika Bandung,"Oke, ini sangat cocok untuk pusat perbelanjaan.","Oke, ini sangat cocok untuk pusat perbelanjaan.",2016-10-19,id
9933,Traveloka,Hotel Santika Bandung,Pelayanannya bagus dibangunin pagi-pagi dibungkusin sarapan dan diantar ke bandara,Pelayanannya bagus dibangunin pagi-pagi dibungkusin sarapan dan diantar ke bandara,2016-10-19,id
9934,Traveloka,Hotel Santika Bandung,bagus ... sangat nyaman ... thanks santika,bagus ... sangat nyaman ... thanks santika,2016-10-12,id
9935,Traveloka,Hotel Santika Bandung,Lokasi strategis di tengah kota Bandung,Lokasi strategis di tengah kota Bandung,2016-10-12,id
9936,Traveloka,Hotel Santika Bandung,Aku berada di perjalanan bisnis tetapi disertai dengan keluarga saya. Itu bagus untuk mencapai kedua tujuan untuk bisnis dan keluarga waktu.,Aku berada di perjalanan bisnis tetapi disertai dengan keluarga saya. Itu bagus untuk mencapai kedua tujuan untuk bisnis dan keluarga waktu.,2016-10-12,id
9937,Traveloka,Hotel Santika Bandung,Layanan sangat baik terutama penerimaan,Layanan sangat baik terutama penerimaan,2016-10-05,id
9938,Traveloka,Hotel Santika Bandung,"It's Ok.. saya suka santika... cuma pas saya masuk kamar kok di dekat kamar mandi bau kaki ya, saya kira kaki saya ternyata bukan... tapi pelayanan bagus kok pada ramah.. cuma waktu breakfast pelayan nya agak jutek, apa karena saya tamu anak muda, karena saya liat pada yang lanjut usia ramah ke saya agak jaim jaim para pelayan resto nya... terima kasih semoga kritikan nya membantu.","It's Ok.. saya suka santika... cuma pas saya masuk kamar kok di dekat kamar mandi bau kaki ya, saya kira kaki saya ternyata bukan... tapi pelayanan bagus kok pada ramah.. cuma waktu breakfast pelayan nya agak jutek, apa karena saya tamu anak muda, karena saya liat pada yang lanjut usia ramah ke saya agak jaim jaim para pelayan resto nya... terima kasih semoga kritikan nya membantu.",2016-09-28,id
9939,Traveloka,Hotel Santika Bandung,Pesen deluxe king tapi dapatnya twin. Makanan kurang rasanya.,Pesen deluxe king tapi dapatnya twin. Makanan kurang rasanya.,2016-09-28,id
9940,Traveloka,Hotel Santika Bandung,"Semua sangat memuaskan hanya breakfastnya mengecewakan, banyak sajian yang isinya hanya piring kosong karena sudah habis tapi tidak direfill kembali","Semua sangat memuaskan hanya breakfastnya mengecewakan, banyak sajian yang isinya hanya piring kosong karena sudah habis tapi tidak direfill kembali",2016-09-21,id
9941,Traveloka,Hotel Santika Bandung,"Dekat dengan FO, tempat makan, pusat perbelanjaan, cocok untuk keluarga dengan anak-anak.","Dekat dengan FO, tempat makan, pusat perbelanjaan, cocok untuk keluarga dengan anak-anak.",2016-09-21,id
9942,Traveloka,Hotel Santika Bandung,"Pelayanannya cepat dan ramah, lokasi strategis, petugas di area kolam renangnya sigap dan langsung menyiapkan handuk, yang terpenting menu sarapanny variatif dan rasanya sangat enak.","Pelayanannya cepat dan ramah, lokasi strategis, petugas di area kolam renangnya sigap dan langsung menyiapkan handuk, yang terpenting menu sarapanny variatif dan rasanya sangat enak.",2016-09-21,id
9943,Traveloka,Hotel Santika Bandung,"Santika Hotel memberikan suasana nyaman, bersih, dan service yang baik.","Santika Hotel memberikan suasana nyaman, bersih, dan service yang baik.",2016-09-14,id
9944,Traveloka,Hotel Santika Bandung,"Hotelnya nyaman, seperti suasana rumah, sarapannya enak dan banyak pilihan, tetapi menurut saya makanan yang disajikan kurang rasa, tidak asin dan rasanya hambar.","Hotelnya nyaman, seperti suasana rumah, sarapannya enak dan banyak pilihan, tetapi menurut saya makanan yang disajikan kurang rasa, tidak asin dan rasanya hambar.",2016-09-14,id
9945,Traveloka,Hotel Santika Bandung,"Lokasi strategis, kamar nyaman, breakfast variasi makanan banyak namun rasa agak hambar, dan pelayanan yg ramah, sip pokoknya.","Lokasi strategis, kamar nyaman, breakfast variasi makanan banyak namun rasa agak hambar, dan pelayanan yg ramah, sip pokoknya.",2016-09-14,id
9946,Traveloka,Hotel Santika Bandung,"tempat yang bagus untuk perjalanan keluarga, dan mungkin akan kembali ke tempat ini jika kita memiliki rencana perjalanan ke Bandung. dan terutama parkir layanan mereka sangat ramah dan layanan mereka untuk memberikan gratis membersihkan mobil Anda layanan besar","tempat yang bagus untuk perjalanan keluarga, dan mungkin akan kembali ke tempat ini jika kita memiliki rencana perjalanan ke Bandung. dan terutama parkir layanan mereka sangat ramah dan layanan mereka untuk memberikan gratis membersihkan mobil Anda layanan besar",2016-09-07,id
9947,Traveloka,Hotel Santika Bandung,"Menyenangkan, bersih, sarapan bervariasi dan enak.","Menyenangkan, bersih, sarapan bervariasi dan enak.",2016-09-07,id
9948,Traveloka,Hotel Santika Bandung,Bau asap rokok dari kamar lain adalah banyak.,Bau asap rokok dari kamar lain adalah banyak.,2016-09-07,id
9949,Traveloka,Hotel Santika Bandung,"Menyenangkan untuk bawa keluarga, sayangnya tempat parkir kurang luas.","Menyenangkan untuk bawa keluarga, sayangnya tempat parkir kurang luas.",2016-08-31,id
9950,Traveloka,Hotel Santika Bandung,"Saya menginap 2 malam di hotel ini bersama suami dan anak saya yang masih balita dengan letak kamar dekat kolam renang. Pengalaman saya kemarin, pelayanan staff nya memuaskan dan ramah2. Serta lokasi hotelnya sangat strategis. Dekat dengan berbagai pusat perbelanjaan maupun tempat makan. Ini yang menjadi nilai tambah bagi hotel bagi saya. Namun menurut saya kekurangannya adalah view kamar menghadap dan berdekatan sekali dengan gedung sebelahnya sehingga kami merasa kurang nyaman saat membuka tirai kamar. Semoga hotel ini bisa lebih baik dan bisa jadi santika premier.","Saya menginap 2 malam di hotel ini bersama suami dan anak saya yang masih balita dengan letak kamar dekat kolam renang. Pengalaman saya kemarin, pelayanan staff nya memuaskan dan ramah2. Serta lokasi hotelnya sangat strategis. Dekat dengan berbagai pusat perbelanjaan maupun tempat makan. Ini yang menjadi nilai tambah bagi hotel bagi saya. Namun menurut saya kekurangannya adalah view kamar menghadap dan berdekatan sekali dengan gedung sebelahnya sehingga kami merasa kurang nyaman saat membuka tirai kamar. Semoga hotel ini bisa lebih baik dan bisa jadi santika premier.",2016-08-31,id
9951,Traveloka,Hotel Santika Bandung,"Nyaman, lokasi strategis, ada kolam renang yang cukup representatif dan sarapan yang banyak pilihan.","Nyaman, lokasi strategis, ada kolam renang yang cukup representatif dan sarapan yang banyak pilihan.",2016-08-31,id
9952,Traveloka,Hotel Santika Bandung,"Overall pelayanan di hotel santika memuaskan, menu breakfast yang disediakan beragam, enak dan traditional foodnya juga sedap, kolam renang juga nyaman, hotel santika juga menyediakan kolam anak yang kedalaman kolamnya cukup buat balita berenang, staff hotel ramah, dan sigap melayani permintaan kami, kamarnya juga nyaman dan besar, pokoknya recommended deh.","Overall pelayanan di hotel santika memuaskan, menu breakfast yang disediakan beragam, enak dan traditional foodnya juga sedap, kolam renang juga nyaman, hotel santika juga menyediakan kolam anak yang kedalaman kolamnya cukup buat balita berenang, staff hotel ramah, dan sigap melayani permintaan kami, kamarnya juga nyaman dan besar, pokoknya recommended deh.",2016-08-24,id
9953,Traveloka,Hotel Santika Bandung,Sebuah hotel yang sangat kenyamanan. Kami puas untuk tinggal di Santika.,Sebuah hotel yang sangat kenyamanan. Kami puas untuk tinggal di Santika.,2016-08-24,id
9954,Traveloka,Hotel Santika Bandung,"Kebersihan oke dan makanan pun enak, lokasi dekat kmn2.","Kebersihan oke dan makanan pun enak, lokasi dekat kmn2.",2016-08-24,id
9955,Traveloka,Hotel Santika Bandung,Lokasi yang baik.,Lokasi yang baik.,2016-08-17,id
9956,Traveloka,Hotel Santika Bandung,Kamarnya bersih dan lokasi hotel strategis.,Kamarnya bersih dan lokasi hotel strategis.,2016-08-17,id
9957,Traveloka,Hotel Santika Bandung,Hotel yang bagus di Bandung - bersih dan hangat.,Hotel yang bagus di Bandung - bersih dan hangat.,2016-08-17,id
9958,Traveloka,Hotel Santika Bandung,"Hotel lama tapi bersih, hanya AC kurang dingin.","Hotel lama tapi bersih, hanya AC kurang dingin.",2016-08-17,id
9959,Traveloka,Hotel Santika Bandung,Hotel Santika bagus dan bersih serta strategis tapi perlu mengganti handuk2nya karena sudah agak kusam.,Hotel Santika bagus dan bersih serta strategis tapi perlu mengganti handuk2nya karena sudah agak kusam.,2016-08-10,id
9960,Traveloka,Hotel Santika Bandung,"Lokasi strategis, mall dekat, akses angkutan umum mudah, sarapan oke.","Lokasi strategis, mall dekat, akses angkutan umum mudah, sarapan oke.",2016-08-10,id
9961,Traveloka,Hotel Santika Bandung,Cukup enak karena ditengah kota...mhn ditingkatkan lagi kebersihannya,Cukup enak karena ditengah kota...mhn ditingkatkan lagi kebersihannya,2016-08-10,id
9962,Traveloka,Hotel Santika Bandung,Rasa dari masakan lokalnya kurang,Rasa dari masakan lokalnya kurang,2016-08-03,id
9963,Traveloka,Hotel Santika Bandung,Fasilitas lengkap & pelayanannya memuaskan.,Fasilitas lengkap & pelayanannya memuaskan.,2016-08-03,id
9964,Traveloka,Hotel Santika Bandung,Cukup memuaskan lokasi dekat pusat perbelanjaan,Cukup memuaskan lokasi dekat pusat perbelanjaan,2016-08-03,id
9965,Traveloka,Hotel Santika Bandung,"selalu terasa menyenangkan menginap di Hotel Santika Bandung. Kamarnya, makanannya, kolam renangnya yang pasti lokasinya deket banget sama BIP dan wisata di jalan Riau.","selalu terasa menyenangkan menginap di Hotel Santika Bandung. Kamarnya, makanannya, kolam renangnya yang pasti lokasinya deket banget sama BIP dan wisata di jalan Riau.",2016-08-03,id
9966,Traveloka,Hotel Santika Bandung,perawatan minimal. Bersih. Fasilitas.,perawatan minimal. Bersih. Fasilitas.,2016-08-03,id
9967,Traveloka,Hotel Santika Bandung,Dari dulu santika memang juara,Dari dulu santika memang juara,2016-07-27,id
9968,Traveloka,Hotel Santika Bandung,"Hotelnya nyaman, tetapi lokasi agak kurang karena bersebelahan dengan tempat pembuangan sampah.","Hotelnya nyaman, tetapi lokasi agak kurang karena bersebelahan dengan tempat pembuangan sampah.",2016-07-27,id
9969,Traveloka,Hotel Santika Bandung,"So far ok, lebih di tingkatkan lagi dari sisi keramahannya.","So far ok, lebih di tingkatkan lagi dari sisi keramahannya.",2016-07-27,id
9970,Traveloka,Hotel Santika Bandung,Besar untuk sebuah hotel bintang 3 di tengah-tengah kota.,Besar untuk sebuah hotel bintang 3 di tengah-tengah kota.,2016-07-27,id
9971,Traveloka,Hotel Santika Bandung,Pelayanan yang baik dan dekat dengan tempat yang ramai.,Pelayanan yang baik dan dekat dengan tempat yang ramai.,2016-07-27,id
9972,Traveloka,Hotel Santika Bandung,"Check in jam 14.00 tapi kamar masih belum siap, begitu dapat kamar sekitar jam 15.00 posisi kamar paling ujung padahal check in paling awal. Kamar kondisinya standard saja padahal saya pilih Deluxe. Break fast menu masih seperti beberapa tahun lalu saya pernah nginap. Sprei dan handuk lebih sering kondisi sudah sering pakai bukan braind new. So far keluarga enjoy saja. Terima kasih","Check in jam 14.00 tapi kamar masih belum siap, begitu dapat kamar sekitar jam 15.00 posisi kamar paling ujung padahal check in paling awal. Kamar kondisinya standard saja padahal saya pilih Deluxe. Break fast menu masih seperti beberapa tahun lalu saya pernah nginap. Sprei dan handuk lebih sering kondisi sudah sering pakai bukan braind new. So far keluarga enjoy saja. Terima kasih",2016-07-27,id
9973,Traveloka,Hotel Santika Bandung,"Hotel bersih, karyawan ramah, makanan cukup bervariasi dan enak.","Hotel bersih, karyawan ramah, makanan cukup bervariasi dan enak.",2016-07-27,id
9974,Traveloka,Hotel Santika Bandung,"Layanan tersebut adalah tidak begitu baik, karena saya check-in di 2 pm dan aku punya kamar pada 4 sore, setelah 2 jam menunggu","Layanan tersebut adalah tidak begitu baik, karena saya check-in di 2 pm dan aku punya kamar pada 4 sore, setelah 2 jam menunggu",2016-07-27,id
9975,Traveloka,Hotel Santika Bandung,"Hotel bersih, pelayanannya bagus","Hotel bersih, pelayanannya bagus",2016-07-27,id
9976,Traveloka,Hotel Santika Bandung,Lokasi baik di pusat outlet kota dan dekat pabrik terlalu,Lokasi baik di pusat outlet kota dan dekat pabrik terlalu,2016-07-27,id
9977,Traveloka,Hotel Santika Bandung,"Menyenangkan dapat menginap di hotel yang bersih, nyaman, dan pelayanannya ramah....","Menyenangkan dapat menginap di hotel yang bersih, nyaman, dan pelayanannya ramah....",2016-07-27,id
9978,Traveloka,Hotel Santika Bandung,Rata-rata hotel - tidak baru. Perlu perbaikan.,Rata-rata hotel - tidak baru. Perlu perbaikan.,2016-07-27,id
9979,Traveloka,Hotel Santika Bandung,"Asri, lokasi strategis untuk shopping dan kuliner","Asri, lokasi strategis untuk shopping dan kuliner",2016-07-13,id
9980,Traveloka,Hotel Santika Bandung,"Saya terkejut ketika, untuk pertama kalinya, aku melangkah ke hotel ini. Hotel tampak tua tidak baru. lobi tampak berbeda sedikit dari apa yang saya lihat dalam gambar. Tapi terima kasih Tuhan. Kamar saya cukup baik, lebih baik daripada yang saya harapkan setelah apa yang saya lihat sebelumnya. Makanan yang juga baik. Kolam itu bersih. Dan lokasi yang titik penjualan - sangat sangat dekat ke tempat belanja dan factory outlet. Nah, secara keseluruhan, ini bukan yang buruk, tapi tidak benar-benar memuaskan juga.","Saya terkejut ketika, untuk pertama kalinya, aku melangkah ke hotel ini. Hotel tampak tua tidak baru. lobi tampak berbeda sedikit dari apa yang saya lihat dalam gambar. Tapi terima kasih Tuhan. Kamar saya cukup baik, lebih baik daripada yang saya harapkan setelah apa yang saya lihat sebelumnya. Makanan yang juga baik. Kolam itu bersih. Dan lokasi yang titik penjualan - sangat sangat dekat ke tempat belanja dan factory outlet. Nah, secara keseluruhan, ini bukan yang buruk, tapi tidak benar-benar memuaskan juga.",2016-07-13,id
9981,Traveloka,Hotel Santika Bandung,Tidak buruk untuk perjalanan bisnis,Tidak buruk untuk perjalanan bisnis,2016-07-13,id
9982,Traveloka,Hotel Santika Bandung,"Lokasi Strategis, deket dengan wisata kuliner, FO","Lokasi Strategis, deket dengan wisata kuliner, FO",2016-07-13,id
9983,Traveloka,Hotel Santika Bandung,Kamar yang bagus dan sangat berkomitmen pada pemesanan kamar.....,Kamar yang bagus dan sangat berkomitmen pada pemesanan kamar.....,2016-07-13,id
9984,Traveloka,Hotel Santika Bandung,Saya memiliki pengalaman yang baik di hotel santika bandung. Hotel layanan yang sangat baik. Kamar bersih dan nyaman.,Saya memiliki pengalaman yang baik di hotel santika bandung. Hotel layanan yang sangat baik. Kamar bersih dan nyaman.,2016-07-06,id
9985,Traveloka,Hotel Santika Bandung,"Secara keseluruhan, ini adalah hotel yang bagus dan nyaman dengan harga terjangkau di daerah yang sangat strategis.","Secara keseluruhan, ini adalah hotel yang bagus dan nyaman dengan harga terjangkau di daerah yang sangat strategis.",2016-07-06,id
9986,Traveloka,Hotel Santika Bandung,"Lokasi di pusat kota bandung, kemana-mana dekat.","Lokasi di pusat kota bandung, kemana-mana dekat.",2016-07-06,id
9987,Traveloka,Hotel Santika Bandung,Bersih dan baik staf. Dekat dengan factory outlet,Bersih dan baik staf. Dekat dengan factory outlet,2016-07-06,id
9988,Traveloka,Hotel Santika Bandung,"Memuaskan, semakin di tingkatkan pelayanannya supaya semakin lebih baik. Thanks Santika Bandung untuk pelayanannya.","Memuaskan, semakin di tingkatkan pelayanannya supaya semakin lebih baik. Thanks Santika Bandung untuk pelayanannya.",2016-07-06,id
9989,Traveloka,Hotel Santika Bandung,Untuk kamar ok bersih dan rapi. Kolam renang juga bersih. Hanya makanan saja dari segi item cukup tapi dari segi rasa masih kurang. Ada yang sudah keras masih disajikan. Tingal diperbaiki makanannya saja.,Untuk kamar ok bersih dan rapi. Kolam renang juga bersih. Hanya makanan saja dari segi item cukup tapi dari segi rasa masih kurang. Ada yang sudah keras masih disajikan. Tingal diperbaiki makanannya saja.,2016-07-06,id
9990,Traveloka,Hotel Santika Bandung,Ketika masuk sprei masih terlihat kusut ..,Ketika masuk sprei masih terlihat kusut ..,2016-07-06,id
9991,Traveloka,Hotel Santika Bandung,Sangat nyaman dan dekat dengan lokasi yang saya tuju.,Sangat nyaman dan dekat dengan lokasi yang saya tuju.,2016-07-06,id
9992,Traveloka,Hotel Santika Bandung,"Makanan enak. sayang hotel sudah cukup tua, ada cecak di kamar saya. staff ramah dan cukup helpful. overall menyenangkan.","Makanan enak. sayang hotel sudah cukup tua, ada cecak di kamar saya. staff ramah dan cukup helpful. overall menyenangkan.",2016-07-06,id
9993,Traveloka,Hotel Santika Bandung,"Hotel yang bersih dan makanan yang enak, senang jika bisa menginap lagi disana.","Hotel yang bersih dan makanan yang enak, senang jika bisa menginap lagi disana.",2016-06-29,id
9994,Traveloka,Hotel Santika Bandung,"Sangat bagus, bersih, nyaman, ramah ..","Sangat bagus, bersih, nyaman, ramah ..",2016-06-29,id
9995,Traveloka,Hotel Santika Bandung,Recommended banget Hotel Santika Bandung.,Recommended banget Hotel Santika Bandung.,2016-06-29,id
9996,Traveloka,Hotel Santika Bandung,"Lokasi yang baik: Dekat hampir segala sesuatu; kuliner, factory outlet / Apakah agak tua tapi masih dipertahankan dalam kondisi yang baik. Pilihan untuk akhir pekan bersama keluarga.","Lokasi yang baik: Dekat hampir segala sesuatu; kuliner, factory outlet / Apakah agak tua tapi masih dipertahankan dalam kondisi yang baik. Pilihan untuk akhir pekan bersama keluarga.",2016-06-29,id
9997,Traveloka,Hotel Santika Bandung,"Lokasi dekat factory outlet, kamar dan breakfast kurang ok","Lokasi dekat factory outlet, kamar dan breakfast kurang ok",2016-06-29,id
9998,Traveloka,Hotel Santika Bandung,"Staf sangat membantu, hotel bersih dan makanannya enak, lokasi dekat dengan pusat perbelanjaan.","Staf sangat membantu, hotel bersih dan makanannya enak, lokasi dekat dengan pusat perbelanjaan.",2016-06-22,id
9999,Traveloka,Hotel Santika Bandung,Hotelnya nyaman dan lokasi strategis hanya sayang saluran air keluar kamar mandi bocor dan mudah banjir,Hotelnya nyaman dan lokasi strategis hanya sayang saluran air keluar kamar mandi bocor dan mudah banjir,2016-06-22,id
10000,Traveloka,Hotel Santika Bandung,Staf sangat baik dan sopan. Kamar bersih. Sarapan memiliki banyak varietas. Lokasi sangat bagus untuk berbelanja.,Staf sangat baik dan sopan. Kamar bersih. Sarapan memiliki banyak varietas. Lokasi sangat bagus untuk berbelanja.,2016-06-22,id
10001,Traveloka,Hotel Santika Bandung,"Nyaman, recommended, next kalau ke Bandung menginap di Santika lagi.","Nyaman, recommended, next kalau ke Bandung menginap di Santika lagi.",2016-06-22,id
10002,Traveloka,Hotel Santika Bandung,Sangat memuaskan bersih dan makanannya banyak,Sangat memuaskan bersih dan makanannya banyak,2016-06-22,id
10003,Traveloka,Hotel Santika Bandung,Sangat nyaman dan menyenangkan. Lokasinya sangat strategis.,Sangat nyaman dan menyenangkan. Lokasinya sangat strategis.,2016-06-22,id
10004,Traveloka,Hotel Santika Bandung,Sangat nyaman dan menyenangkan. Lokasinya sangat strategis.,Sangat nyaman dan menyenangkan. Lokasinya sangat strategis.,2016-06-22,id
10005,Traveloka,Hotel Santika Bandung,Nyaman dan akses ketempat yang lain dekat,Nyaman dan akses ketempat yang lain dekat,2016-06-22,id
10006,Traveloka,Hotel Santika Bandung,Sangat bagus untuk menginap di hotel Santika,Sangat bagus untuk menginap di hotel Santika,2016-06-22,id
10007,Traveloka,Hotel Santika Bandung,"Lokasi sangat strategis, Pelayanan Ramah,cepat, room bersih dan nyaman, AC sangat baik. Overall Ok.Thanks juga buat traveloka, kinerjanya sangat cepat dan profesional..","Lokasi sangat strategis, Pelayanan Ramah,cepat, room bersih dan nyaman, AC sangat baik. Overall Ok.Thanks juga buat traveloka, kinerjanya sangat cepat dan profesional..",2016-06-15,id
10008,Traveloka,Hotel Santika Bandung,Lokasi yang strategis.. menu sarapan yang beragam (namun makanan sudah dingin jika tidak ikut makan pada saat sahur)..,Lokasi yang strategis.. menu sarapan yang beragam (namun makanan sudah dingin jika tidak ikut makan pada saat sahur)..,2016-06-15,id
10009,Traveloka,Hotel Santika Bandung,"Santika Hotel memberikan layanan baik, lokasi di pusat kota dan pusat belanja pakaian dan oleh-oleh khas Bandung. Staff yang ramah dan kebersihan ruangan yang sangat baik.","Santika Hotel memberikan layanan baik, lokasi di pusat kota dan pusat belanja pakaian dan oleh-oleh khas Bandung. Staff yang ramah dan kebersihan ruangan yang sangat baik.",2016-06-15,id
10010,Traveloka,Hotel Santika Bandung,"Bagus, makanan dan lokasi strategis","Bagus, makanan dan lokasi strategis",2016-06-15,id
10011,Traveloka,Hotel Santika Bandung,"Pelayanan baik dan ramah, pokoknya excellent service.","Pelayanan baik dan ramah, pokoknya excellent service.",2016-06-15,id
10012,Traveloka,Hotel Santika Bandung,"Tempat ini sangat cocok untuk keluarga. Terletak di tengah kota yang ramai, mudah untuk pergi ke mana saja.","Tempat ini sangat cocok untuk keluarga. Terletak di tengah kota yang ramai, mudah untuk pergi ke mana saja.",2016-06-15,id
10013,Traveloka,Hotel Santika Bandung,Dekat dengan pusat keramaian dan staf cukup membantu.,Dekat dengan pusat keramaian dan staf cukup membantu.,2016-06-15,id
10014,Traveloka,Hotel Santika Bandung,"Hotel nyaman, sarapan enak banyak variasi. Lokasi strategis dekat ke daerah Riau dan Dago.","Hotel nyaman, sarapan enak banyak variasi. Lokasi strategis dekat ke daerah Riau dan Dago.",2016-06-15,id
10015,Traveloka,Hotel Santika Bandung,Lokasi yang sangat strategis dengan pusat perbelanjaan yaitu BIP dan Riau Junction. Layanan bangun sahur juga ada dan makanan untuk sahurnya cukup variatif dengan rasa yang pas dengan lidah,Lokasi yang sangat strategis dengan pusat perbelanjaan yaitu BIP dan Riau Junction. Layanan bangun sahur juga ada dan makanan untuk sahurnya cukup variatif dengan rasa yang pas dengan lidah,2016-06-15,id
10016,Traveloka,Hotel Santika Bandung,"Menyenangkan, ramah pelayanan dan bersih kamarnya.","Menyenangkan, ramah pelayanan dan bersih kamarnya.",2016-06-15,id
10017,Traveloka,Hotel Santika Bandung,"Bersih, nyaman, aman, dan strategis lokasinya. Mantap!","Bersih, nyaman, aman, dan strategis lokasinya. Mantap!",2016-06-15,id
10018,Traveloka,Hotel Santika Bandung,"Sudah lama tidak menginap di hotel ini, tetapi pelayanan dan kenyamanan tetap sama, hotel terawat dengan baik dan hommy walau ditengah lokasi yang cukup ramai","Sudah lama tidak menginap di hotel ini, tetapi pelayanan dan kenyamanan tetap sama, hotel terawat dengan baik dan hommy walau ditengah lokasi yang cukup ramai",2016-06-15,id
10019,Traveloka,Hotel Santika Bandung,"Pelayanannya baik dan ramah, lokasi di pusat kota jadi gampang kemana-mana. Thanks.","Pelayanannya baik dan ramah, lokasi di pusat kota jadi gampang kemana-mana. Thanks.",2016-06-15,id
10020,Traveloka,Hotel Santika Bandung,Bagus & bersih parkir juga nyaman,Bagus & bersih parkir juga nyaman,2016-06-08,id
10021,Traveloka,Hotel Santika Bandung,"Hotelnya sudah tua kesannya kurang perawatan, lobby untuk dropp off terlalu sempit","Hotelnya sudah tua kesannya kurang perawatan, lobby untuk dropp off terlalu sempit",2016-06-08,id
10022,Traveloka,Hotel Santika Bandung,Lokasi strategis dan dekat dengan keramaian.,Lokasi strategis dan dekat dengan keramaian.,2016-06-08,id
10023,Traveloka,Hotel Santika Bandung,Terima kasih untuk layanan. pelayanan yang baik!,Terima kasih untuk layanan. pelayanan yang baik!,2016-06-08,id
10024,Traveloka,Hotel Santika Bandung,Kamar bersih dan lokasi strategis,Kamar bersih dan lokasi strategis,2016-06-08,id
10025,Traveloka,Hotel Santika Bandung,"pengalaman yang baik, makanan lezat","pengalaman yang baik, makanan lezat",2016-06-08,id
10026,Traveloka,Hotel Santika Bandung,"Enak hotelnya,lokasi strategis,kamar nyaman dan bersih. Pasti kembali lg ke hotel ini.","Enak hotelnya,lokasi strategis,kamar nyaman dan bersih. Pasti kembali lg ke hotel ini.",2016-06-01,id
10027,Traveloka,Hotel Santika Bandung,"Posisi baik dekat dengan segala sesuatu, kenyamanan dan kinerja staf yang baik ... Hanya di fitur pada ruangan dengan bak mandi tidak tersedia lagi.","Posisi baik dekat dengan segala sesuatu, kenyamanan dan kinerja staf yang baik ... Hanya di fitur pada ruangan dengan bak mandi tidak tersedia lagi.",2016-06-01,id
10028,Traveloka,Hotel Santika Bandung,"Tempatnya strategis, nyaman, kemana-mana lebih mudah.","Tempatnya strategis, nyaman, kemana-mana lebih mudah.",2016-06-01,id
10029,Traveloka,Hotel Santika Bandung,Itu besar tinggal di Hotel Santika Bandung. Saya akan tinggal di sana lagi lain kali saya pergi ke Bandung.,Itu besar tinggal di Hotel Santika Bandung. Saya akan tinggal di sana lagi lain kali saya pergi ke Bandung.,2016-06-01,id
10030,Traveloka,Hotel Santika Bandung,Secara keseluruhan baik dan nyaman banget.,Secara keseluruhan baik dan nyaman banget.,2016-06-01,id
10031,Traveloka,Hotel Santika Bandung,"Nice hotel, thank you Santika. Lokasi strategis banget","Nice hotel, thank you Santika. Lokasi strategis banget",2016-06-01,id
10032,Traveloka,Hotel Santika Bandung,"Itu bagus untuk tinggal di Santika, layanan awesome, strategi lokasi tidak jauh dari FO Riau","Itu bagus untuk tinggal di Santika, layanan awesome, strategi lokasi tidak jauh dari FO Riau",2016-06-01,id
10033,Traveloka,Hotel Santika Bandung,kualitas lokasi yang sempurna dari layanan dan keramahan yang sangat baik.,kualitas lokasi yang sempurna dari layanan dan keramahan yang sangat baik.,2016-06-01,id
10034,Traveloka,Hotel Santika Bandung,"Bagus dan nyaman, serta lokasinya sangat strategis di tengah kota sehingga memudahkan kita beraktivitas.","Bagus dan nyaman, serta lokasinya sangat strategis di tengah kota sehingga memudahkan kita beraktivitas.",2016-06-01,id
10035,Traveloka,Hotel Santika Bandung,"Semua fasilitas sudah ok, cuma perlu ditambah hair drair, TV plasma yang agak gedean, fasilitas antar jemput bandara atau station","Semua fasilitas sudah ok, cuma perlu ditambah hair drair, TV plasma yang agak gedean, fasilitas antar jemput bandara atau station",2016-06-01,id
10036,Traveloka,Hotel Santika Bandung,Memuaskan. Makanan enak. Di pusat kota,Memuaskan. Makanan enak. Di pusat kota,2016-06-01,id
10037,Traveloka,Hotel Santika Bandung,"Amazing ini hotel, luarnya classic, dalamnya nyaman banget.","Amazing ini hotel, luarnya classic, dalamnya nyaman banget.",2016-06-01,id
10038,Traveloka,Hotel Santika Bandung,Lokasi strategis dan recommended,Lokasi strategis dan recommended,2016-06-01,unknown
10039,Traveloka,Hotel Santika Bandung,"Semuanya baik di sini. Harga yang cukup mahal untuk tiga bintang-hotel, tapi mereka menawarkan lebih dari 3 layanan bintang. Baik fasilitas, layanan, dan lokasi strategis.","Semuanya baik di sini. Harga yang cukup mahal untuk tiga bintang-hotel, tapi mereka menawarkan lebih dari 3 layanan bintang. Baik fasilitas, layanan, dan lokasi strategis.",2016-06-01,id
