ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan,Alasan_Kenyamanan,Alasan_Kebersihan,Alasan_Pelayanan,Alasan_Harga,Alasan_Lokasi,Alasan_Fasilitas,Alasan_Makanan,split
6423,Traveloka,Hotel Santika Bandung,3/21/2018,"masih seperti hotel lama dengan beberapa moderenisasi. tapi pelayanan dan fasilitas tetap kekinian. suasana nyaman, bersih, dan sarapannya enak.",positif,positif,positif,none,none,netral,positif,suasana nyaman,bersih,pelayanan dan fasilitas tetap kekinian,,,tapi pelayanan dan fasilitas tetap kekinian.,sarapannya enak,train
6424,Traveloka,Hotel Santika Bandung,3/14/2018,untuk hotel bintang 3 santika termasuk cukup mahal dibandung. tapi pelayanan baik dan lokasi strategis. kamar kami di upgrade dan kami sgt senang.,positif,none,positif,negatif,positif,none,none,kamar kami di upgrade dan kami sgt senang,,pelayanan baik,untuk hotel bintang 3 santika termasuk cukup mahal,lokasi strategis,,,train
6425,Traveloka,Hotel Santika Bandung,3/14/2018,lokasi sangat strategis. cuma perlu diperbaiki pengaturan air panas dan dingin di shower yang tidak stabil,positif,none,none,none,positif,negatif,none,cuma perlu diperbaiki pengaturan air panas dan dingin di shower yang tidak stabil,,,,lokasi sangat strategis,perlu diperbaiki pengaturan air panas dan dingin di shower,,train
6426,Traveloka,Hotel Santika Bandung,3/7/2018,hotelnya nyaman dan cocok untuk keluarga yang membawa anak-anak.,positif,none,none,none,none,none,none,hotelnya nyaman dan cocok untuk keluarga,,,,,,,train
6427,Traveloka,Hotel Santika Bandung,2/28/2018,selamat pagi. pengalaman saya meniginap di hotel santika bandung kamar bagus bersih dan nyaman pelayanan sangat bagus kolam renang bagus cuma menu breakfastnya saja menunya kurang sekali terima kasih.,positif,positif,positif,none,none,positif,negatif,kamar bagus bersih dan nyaman,hotel santika bandung kamar bagus bersih dan nyaman pelayanan sangat bagus kolam renang,pelayanan sangat bagus,,,kolam renang bagus,menu breakfastnya saja menunya kurang sekali,train
6428,Traveloka,Hotel Santika Bandung,2/28/2018,kamar bagus. makanan tidak recommended,positif,none,none,none,none,none,negatif,kamar bagus,,,,,,makanan tidak recommended,train
6429,Traveloka,Hotel Santika Bandung,2/21/2018,"kamar bersih pelayanan bagus, makanan untuk breakfast rasanya kurang enak.",positif,positif,positif,none,none,none,negatif,"kamar bersih pelayanan bagus, makanan untuk breakfast rasanya kurang enak.",kamar bersih,pelayanan bagus,,,,makanan untuk breakfast rasanya kurang enak,train
6430,Traveloka,Hotel Santika Bandung,2/21/2018,"overall memuaskan, pelayanan baik.",none,none,positif,none,none,none,none,,,pelayanan baik,,,,,train
6431,Traveloka,Hotel Santika Bandung,2/21/2018,"staf hotel ramah, dekat dengan factory outlet dan mobil setiap pagi selalu di cuci.",none,none,positif,none,positif,none,none,,,staf hotel ramah,,dekat dengan factory outlet,,,train
6432,Traveloka,Hotel Santika Bandung,2/21/2018,"hotel lumayan bagus walaupun dengan bangunan tua, makanan kurang bervariasi, jam 8. 30 omelet sudah habis. nilai plusnya pada saat akan check out mobil sudah dicuci bersih dan kamar luas. terima kasih to santika hotel.",positif,positif,netral,none,none,none,negatif,kamar luas,nilai plusnya pada saat akan check out mobil sudah dicuci bersih dan kamar luas.,nilai plusnya pada saat akan check out mobil sudah dicuci bersih dan kamar luas.,,,,"makanan kurang bervariasi, jam 8.30 omelet sudah habis",test
6433,Traveloka,Hotel Santika Bandung,2/14/2018,"pelayanannya sangat memuaskan. kamar bersih, bahkan mobil pun bersih, lokasi sangat strategis, kemana-mana dekat.",positif,positif,positif,none,positif,none,none,"kamar bersih, bahkan mobil pun bersih, lokasi sangat strategis, kemana-mana dekat.",kamar bersih,pelayanannya sangat memuaskan,,"lokasi sangat strategis, kemana-mana dekat",,,test
6434,Traveloka,Hotel Santika Bandung,2/14/2018,"makanan bervariasi, check in check out cepat",none,none,positif,none,none,none,positif,,,check in check out cepat,,,,makanan bervariasi,train
6435,Traveloka,Hotel Santika Bandung,2/7/2018,"nyaman, kamar luas, pelayanan bagus, dekat dengan pusat perbelanjaan.",positif,none,positif,none,positif,none,none,"nyaman, kamar luas",,pelayanan bagus,,dekat dengan pusat perbelanjaan,,,train
6436,Traveloka,Hotel Santika Bandung,1/31/2018,"resepsionis nya ramah, proses check in lancar. menu makannya variatif. dekat dengan factory outlet dan tempat makan.",none,none,positif,none,positif,none,positif,,,"resepsionis nya ramah, proses check in lancar",,dekat dengan factory outlet dan tempat makan,,menu makannya variatif,train
6437,Traveloka,Hotel Santika Bandung,1/31/2018,"pelayanan baik, menu sarapan enak.",none,none,positif,none,none,none,positif,,,pelayanan baik,,,,menu sarapan enak,train
6438,Traveloka,Hotel Santika Bandung,1/31/2018,"saya pesan 3 room, buat 8 orang termasuk infant dan toodler, kamarnya bagus, toiletnya bagus meskipun tidak ada bath tub tapi baik lah, kolam renang standar, makanan paginya tadi nya kita sudah excited karena duh bagus banget tatananya dan lain-lain, tapi pas dicobain agak kurang taste nya (mungkin karena saya biasa makan micin). ini cocok makananya untuk orang tua yang diet dan bule bule karena meskipun tampaknya pedas tapi tidak pedas sama sekali kok, hotelnya terkesan old school tapi sangat nyaman semua pegawai sangat ramah dan membantu, saya sangat menikmati kunjungan saya di hotel santika.",positif,none,positif,none,none,netral,negatif,hotelnya terkesan old school tapi sangat nyaman,,semua pegawai sangat ramah dan membantu,,,kolam renang standar,pas dicobain agak kurang taste nya,train
6439,Traveloka,Hotel Santika Bandung,1/24/2018,"sangat menyenangkan, kamar bersih dan cukup luas, kolam renang dan tempat fitnes baik, lokasi dekat dengan mall dan beberapa factory outlet. menu breakfast variatif dan lumayan enak.",positif,positif,none,none,positif,positif,positif,"sangat menyenangkan, kamar bersih dan cukup luas, kolam renang dan tempat",kamar bersih dan cukup luas,,,lokasi dekat dengan mall dan beberapa factory outlet,kolam renang dan tempat fitnes baik,menu breakfast variatif dan lumayan enak,test
6440,Traveloka,Hotel Santika Bandung,1/24/2018,kenyamanan dan tempat yang cocok untuk tinggal sementara di bandung,positif,none,none,none,none,none,none,kenyamanan dan tempat yang cocok untuk tinggal sementara,,,,,,,train
6441,Traveloka,Hotel Santika Bandung,1/24/2018,santika buat saya tidak pernah mengecewakan.,none,none,none,none,none,none,none,,,,,,,,train
6442,Traveloka,Hotel Santika Bandung,1/24/2018,cukup baik. berjalan dengan baik. tempat cukup strategis untuk berlibur,none,none,none,none,positif,none,none,,,,,tempat cukup strategis untuk berlibur,,,train
6443,Traveloka,Hotel Santika Bandung,1/17/2018,"1. tampilan kamar - gt; atap bangunan lain (ditinggalkan? ) sedikit seram. 2. tidak ada lift yang langsung menuju area parkir di ruang bawah tanah, kami harus menggunakan lift lain dan tangga untuk turun. 3. proses check-in agak lambat meskipun aku terlambat check-in.",negatif,none,negatif,none,none,negatif,none,atap bangunan lain sedikit seram,,proses check-in agak lambat,,,tidak ada lift yang langsung menuju area parkir di ruang bawah,,validation
6444,Traveloka,Hotel Santika Bandung,1/17/2018,"menyenangkan, di upgrade ke executive room, kamar luas, tetap terawat",positif,none,positif,none,none,none,none,"kamar luas, tetap terawat",,di upgrade ke executive room,,,,,test
6445,Traveloka,Hotel Santika Bandung,1/17/2018,"hotelnya bersih, pelayanannya sangat ramah, sarapan juga sangat variatif. malah mobil kami juga ikut dicuci.",none,positif,positif,none,none,none,positif,,hotelnya bersih,pelayanannya sangat ramah,,,,sarapan juga sangat variatif,train
6446,Traveloka,Hotel Santika Bandung,1/17/2018,"terima kasih atas upgrade kamarnya, dikarenakan ada kesalahan di pihak hotel, kami dapat kamar yang di upgrade dari deluxe ke junior suite. terima kasih atas pelayanannya",none,none,positif,none,none,none,none,,,kami dapat kamar yang di upgrade dari deluxe ke junior suite,,,,,train
6447,Traveloka,Hotel Santika Bandung,1/10/2018,"suasana menyenangkan, variasi breakfast banyak ada kedai tradisionalnya, namun cenderung beberapa jenis makanan tidak segar/ kering/keras, dingin sehingga rasanya menjadi berkurang.",positif,none,none,none,none,none,negatif,suasana menyenangkan,,,,,,"beberapa jenis makanan tidak segar/kering/keras, dingin",train
6448,Traveloka,Hotel Santika Bandung,1/10/2018,"tempat strategis, di tengah kota bandung. breakfast banyak pilihan. kolam renang cukup lah buat anak.",none,none,none,none,positif,positif,positif,,,,,"tempat strategis, di tengah kota bandung",kolam renang cukup buat anak,breakfast banyak pilihan,train
6449,Traveloka,Hotel Santika Bandung,1/10/2018,sarapan pagi kurang beragam mengingat hotel ini adalah jaringan santika.,none,none,none,none,none,none,negatif,,,,,,,sarapan pagi kurang beragam,train
6450,Traveloka,Hotel Santika Bandung,1/10/2018,"tidak ada keluhan soal kamar, walaupun makanan biasa2.",positif,none,none,none,none,none,netral,tidak ada keluhan soal kamar,,,,,,makanan biasa2,validation
6451,Traveloka,Hotel Santika Bandung,1/10/2018,hotel yang bagus dan bagus untuk liburan keluarga.,positif,none,none,none,none,none,none,hotel yang bagus untuk liburan keluarga,,,,,,,train
6452,Traveloka,Hotel Santika Bandung,1/10/2018,"hotel tua dengan perawatan yang baik sehingga hotel terlihat masih bagus dan terpelihara dengan baik, dekat dengan masjid tentara dan beberapa pusat perbelanjaan. sarapan varian yang berlimpah dan lezat, kamar bersih dan nyaman. sebagai saran mungkin sedikit kolam renang plus fasilitas ramah anak, seperti slide kecil atau tempat bermain akan menjadi lebih baik.",positif,positif,none,none,positif,positif,positif,kamar bersih dan nyaman,kamar bersih,,,dekat dengan masjid tentara dan beberapa pusat perbelanjaan,"sebagai saran mungkin sedikit kolam renang plus fasilitas ramah anak, seperti slide kecil atau tempat bermain akan menjadi lebih baik.",sarapan varian yang berlimpah dan lezat,train
6453,Traveloka,Hotel Santika Bandung,1/10/2018,"tempat yang mengagumkan, posisi strategis, makanan yang bagus dan variant.",none,none,none,none,positif,none,positif,,,,,posisi strategis,,makanan yang bagus dan variant,train
6454,Traveloka,Hotel Santika Bandung,1/10/2018,"nyaman, asri, sejuk, fasilitas cukup lengkap, makanan enak, akses kemana-mana dekat, dan pas pulang ternyata mobil dicuciin. senangnya.",positif,none,none,none,positif,positif,positif,"nyaman, asri, sejuk",,,,akses kemana-mana dekat,fasilitas cukup lengkap,makanan enak,train
6455,Traveloka,Hotel Santika Bandung,1/10/2018,"bangunan tua namun tetap nyaman dan sangat terawat, kamar tidak sesuai pesanan saya order untuk king size namun nyatanya twin dijadikan satu tapi tidak masalah lah buat saya, namun kamar sangat bersih dan sangat nyaman menyenangkan banget sudah memang top sudah santika. pelayanan baik banget, petugasnya ramah dan welcome banget, cepat tanggap. untuk breakfast makanya enak, pilihan banyak variasinya. menginap disini bisa dapat cuci mobil, tau tau besok paginya mobil kinclong dan bersih. ada yang nyuciin, asik jadi tidak kotor. kalau ke bandung, santika baik banget untuk jadi pilihan menginap saya kembali nantinya.",positif,netral,positif,none,none,none,positif,kamar sangat bersih dan sangat nyaman,"lah buat saya, namun kamar sangat bersih dan sangat nyaman menyenangkan banget sudah","petugasnya ramah dan welcome banget, cepat tanggap",,,,"makanya enak, pilihan banyak variasinya",test
6456,Traveloka,Hotel Santika Bandung,1/10/2018,pelayananya sangat baik dan memuaskan,none,none,positif,none,none,none,none,,,pelayananya sangat baik dan memuaskan,,,,,train
6457,Traveloka,Hotel Santika Bandung,1/10/2018,"telah menjadi pelanggan setia sejak tahun 20an. tinggal itu baik. lokasinya luar biasa karena sangat dekat dengan jebakan turis bip dan factory outlet jalan riau / martadinata. namun, hotel ini belum berusia sangat baik. fasilitasnya hanya baik sekarang. kecepatan wi-fi kurang. sarapan menyisakan ruang besar untuk perbaikan. contohnya: memerintahkan telur rebus, mereka datang sebagai telur berair yang tidak sedap; memerintahkan telur rebus, mereka datang sebagai telur rebus. mereka mungkin perlu mengkalibrasi ulang timer telur mereka.",none,none,none,none,positif,negatif,negatif,,,,,lokasinya luar biasa karena sangat dekat dengan bip dan factory outlet,kecepatan wi-fi kurang,sarapan menyisakan ruang besar untuk perbaikan,train
6458,Traveloka,Hotel Santika Bandung,1/10/2018,"pelayan ramah dan makanan enak, variatif",none,none,positif,none,none,none,positif,,,pelayan ramah,,,,"makanan enak, variatif",test
6459,Traveloka,Hotel Santika Bandung,1/10/2018,"breakfastnya lengkap dengan menu masakan tradisional, cuma sayangnya anak umur 10 tahun dihitung dewasa. pelayanan petugasnya ramah dan perhatian dengan pengunjung, sempat barang ada yang ketinggalan, belum lama meninggalkan hotel langsung dihubungi petugas hotel.",none,none,positif,none,none,none,netral,,,pelayanan petugasnya ramah dan perhatian,,,,breakfastnya lengkap dengan menu masakan tradisional,train
6460,Traveloka,Hotel Santika Bandung,1/3/2018,"food and beverage services-nya buruk sekali. sendok, garpu, gelas tidak tersaji di meja. air mineral habis berkali-kali, harus menunggu isi ulang.",none,none,negatif,none,none,none,negatif,,,food and beverage services-nya buruk sekali,,,,"sendok, garpu, gelas tidak tersaji di meja",train
6461,Traveloka,Hotel Santika Bandung,1/3/2018,lokasi strategis. makanan enak,none,none,none,none,positif,none,positif,,,,,lokasi strategis,,makanan enak,train
6462,Traveloka,Hotel Santika Bandung,1/3/2018,semuanya baik. hanya perlu perbaikan pada menu sarapan saja. tapi untuk 3 bintang mungkin itu baik. saya mendapat hadiah tahun baru yang mengejutkan dari santika hotel. terima kasih.,none,none,none,none,none,none,negatif,,,,,,,hanya perlu perbaikan pada menu sarapan saja,train
6463,Traveloka,Hotel Santika Bandung,1/3/2018,"karyawan yang ramah, anak senang karena ada kolam renangnya dan makanan hotel saat breakfast yang variatif terumata makanan tradisionalnya.",none,none,positif,none,none,positif,positif,,,karyawan yang ramah,,,ada kolam renangnya,makanan hotel saat breakfast yang variatif,train
6464,Traveloka,Hotel Santika Bandung,1/3/2018,"kolam renang baik, yang tidak baik breakfastnya, kemahalan nambah buat anak dan tidak worth it. terasa ruangan perlu direnovasi, maintenance kurang. bed kekecilan.",negatif,none,none,netral,none,negatif,negatif,terasa ruangan perlu direnovasi,,,"kolam renang baik, yang tidak baik breakfastnya, kemahalan nambah buat anak dan tidak worth it.",,"kolam renang baik, maintenance kurang",breakfastnya kemahalan nambah buat anak dan tidak worth it,train
6465,Traveloka,Hotel Santika Bandung,1/3/2018,bagus dan bagus juga miss cindy (fo) sangat bagus,none,none,positif,none,none,none,none,,,miss cindy (fo) sangat bagus,,,,,train
6466,Traveloka,Hotel Santika Bandung,12/27/2017,"hotel besar, di lokasi yang sangat strategis, relatif di bawah harga, makanan enak. akan ada di sana dalam kesempatan lain pasti.",none,none,none,positif,positif,none,positif,,,,relatif di bawah harga,di lokasi yang sangat strategis,,makanan enak,train
6467,Traveloka,Hotel Santika Bandung,12/27/2017,"lokasi hotel ini sangat bagus, di antara hotel tertua di bandung, sudah sekitar 20 tahun jika tidak salah, perlu renovasi renovasi besar.",negatif,none,none,none,positif,none,none,perlu renovasi renovasi besar,,,,lokasi hotel ini sangat bagus,,,train
6468,Traveloka,Hotel Santika Bandung,12/27/2017,"old fashioned hotel tapi terpelihara dengan baik. lokasi yang strategis, di samping mal bip dan hanya berjarak ratusan meter ke taman lalu lintas.",none,none,none,none,positif,none,none,,,,,"lokasi yang strategis, di samping mal bip",,,train
6469,Traveloka,Hotel Santika Bandung,12/27/2017,"pelayanannya baik, parkiran mobil aman",none,none,positif,none,none,positif,none,,,pelayanannya baik,,,parkiran mobil aman,,train
6470,Traveloka,Hotel Santika Bandung,12/27/2017,"pada saat mau breakfast makanan habis, mohon untuk ditingkatkan.",none,none,none,none,none,none,negatif,,,,,,,pada saat mau breakfast makanan habis,train
6471,Traveloka,Hotel Santika Bandung,12/27/2017,"kebersihan kamar kurang, pelayan kurang ramah, makanan asin, saat chek in kami menunggu sangat lama sekali untuk persiapan kamar",negatif,negatif,negatif,none,none,none,negatif,saat chek in kami menunggu sangat lama sekali,kebersihan kamar kurang,pelayan kurang ramah,,,,makanan asin,train
6472,Traveloka,Hotel Santika Bandung,12/27/2017,sangat puas pelayanan sangat puas makanan sangat banyak.,none,none,positif,none,none,none,positif,,,pelayanan sangat puas,,,,makanan sangat banyak,train
6473,Traveloka,Hotel Santika Bandung,12/27/2017,"kamar bersih, kamat mandi wangi, hotelnya strategis untuk jalan-jalan kemana saja, makanan2 restonya enak dan banyak variasi menu nya senang bisa berkenalan. dgn chef dani dan tanya2 tentang masakan2 di hotel santika, staf2 hotel nya helpful, spa nya enak saya waktu itu di terapi dengan mba eva. senang nya menginap di santika sampai saya extand lagi supaya puas untuk mencicipi hidangan di restoran nya. sukses selalu y santika, jika ke bandung lagi pasti saya akan menginap di sana lagi",positif,positif,positif,none,positif,positif,positif,"kamar bersih, kamat mandi wangi, hotelnya strategis","kamar bersih, kamar mandi wangi",staf hotel nya helpful,,hotelnya strategis untuk jalan-jalan kemana saja,spa nya enak,makanan restonya enak dan banyak variasi menu,train
6474,Traveloka,Hotel Santika Bandung,12/20/2017,"hotel dengan lokasi yang sangat strategis, deket tempat makan, tempat nongkrong dan tempat belanja.",none,none,none,none,positif,none,none,,,,,"lokasi yang sangat strategis, deket tempat makan dan belanja",,,test
6475,Traveloka,Hotel Santika Bandung,12/20/2017,"untuk hotel bintang 3, hotel ini termasuk yang baik. sangat responsif dalam soal pelayanan",none,none,positif,none,none,none,none,,,sangat responsif dalam soal pelayanan,,,,,validation
6476,Traveloka,Hotel Santika Bandung,12/20/2017,"check in check out cepat. kamar mandi baik. hanya saja sarung bantal dan sprei tidak putih bersih. kamar juga tidak wangi. lift tidak bisa turun ke area parkiran. sarapannya standar. lokasinya didepan hotel ada mall yogya, di sekitar banyak factory outlet.",positif,negatif,positif,none,positif,netral,netral,kamar mandi baik.,sarung bantal dan sprei tidak putih bersih,check in check out cepat,,lokasinya didepan hotel ada mall yogya,lift tidak bisa turun ke area parkiran.,sarapannya standar,train
6477,Traveloka,Hotel Santika Bandung,12/13/2017,"makan enak, tidur enak tapi ruang rapat terlalu dekat dengan tempat makan jadi rapat tidak konsen.",negatif,none,none,none,none,none,positif,ruang rapat terlalu dekat dengan tempat makan,,,,,,makan enak,train
6478,Traveloka,Hotel Santika Bandung,12/13/2017,"pelayanan sangat baik, makanan enak, dapat angkutan gratis ke bandara. terima kasih santika bandung.",none,none,positif,positif,none,none,positif,,,pelayanan sangat baik,"pelayanan sangat baik, makanan enak, dapat angkutan gratis ke bandara.",,,makanan enak,train
6479,Traveloka,Hotel Santika Bandung,12/13/2017,"sangat strategis, makanan enak, staf sangat ramah dan cepat tanggap, kamar dan kamar mandi sangat luas, selalu menyenangkan di santika.",positif,none,positif,none,positif,none,positif,kamar dan kamar mandi sangat luas,,staf sangat ramah dan cepat tanggap,,sangat strategis,,makanan enak,train
6480,Traveloka,Hotel Santika Bandung,12/13/2017,tidak nyesel menginap disini karena pelayanannya baik dan perawatan kamarnya bagus,positif,none,positif,none,none,none,none,perawatan kamarnya bagus,,pelayanannya baik,,,,,test
6481,Traveloka,Hotel Santika Bandung,12/13/2017,dekat dengan area perbelanjaan.,none,none,none,none,positif,none,none,,,,,dekat dengan area perbelanjaan,,,train
6482,Traveloka,Hotel Santika Bandung,12/13/2017,"hotel ini hanya besar hampir dalam segala hal! meskipun bangunannya cukup tua namun kebersihannya bagus, makanannya bagus seperti hotel santika lainnya dan saya mendapat kamar tepat di depan kolam renang, yang sangat bagus. ukuran ruangannya juga besar dengan ukuran tempat tidur king. secara keseluruhan, itu bagus untuk tinggal di sini dan pasti akan kembali!",positif,positif,none,none,none,positif,positif,ukuran ruangannya juga besar dengan ukuran tempat tidur king,kebersihannya bagus,,,,"mendapat kamar tepat di depan kolam renang, yang sangat bagus",makanannya bagus,validation
6483,Traveloka,Hotel Santika Bandung,12/13/2017,"hotelnya nyaman, bersih, deket dengan pusat perbelanjaan jalan cihampelas, dago.",positif,positif,none,none,positif,none,none,"hotelnya nyaman, bersih","hotelnya nyaman, bersih, deket dengan pusat perbelanjaan jalan cihampelas, dago.",,,"deket dengan pusat perbelanjaan jalan cihampelas, dago",,,test
6484,Traveloka,Hotel Santika Bandung,12/13/2017,"hotel tua tapi bersih, makanannya enak dan variatif, tapi kolam renangnya dining banget",negatif,positif,none,none,none,negatif,positif,"hotel tua tapi bersih, makanannya enak dan variatif, tapi kolam renangnya dining banget",hotel tua tapi bersih,,,,kolam renangnya dining banget,makanannya enak dan variatif,train
6485,Traveloka,Hotel Santika Bandung,12/13/2017,"hotelnya nyaman strategis, petugas2nya mulai dari front office, house keeping, room service sampai kitchen nya ramah dan menyenangkan, menu2 makanan breakfast-nya enak-enak semua setiap hari ganti menu masakannya, chef dani nya ramah dan baik serta tidak pelit ilmu tentang kuliner yang dimasaknya, spa nya bagus saya dilayani oleh mba eva pijetannya bisa bikin rilex dan tidur pulas, arsitekturnya bagus tropis banyak ruang hijau terbuka nyaman dan tetap sejuk lobby dan lift nya harum aromaterapi, kolam renang dan fitnes nya bersih, kebetulan saya menginap di kamar yang mengadap ke arah riau junctin nyaman sekali sampai saya extand 1 hari lagi. kamar tidur dan kamar mandi bersih sekali jadi saya dan suami puas sekali menginap di hotel santika bandung ini next kunjungan selanjutnya kita akan kesini lagi, sukses selalu untuk santika bandung dan kami akan merekomendasikan hotel ini untuk keluarga/teman/sahabat/ kolega kami",positif,positif,positif,none,positif,positif,positif,hotelnya nyaman strategis,kamar tidur dan kamar mandi bersih sekali,petugas2nya ramah dan menyenangkan,,"hotelnya nyaman strategis, petugas2nya mulai dari front office, house","spa nya bagus, kolam renang dan fitnes nya bersih",menu2 makanan breakfast-nya enak-enak semua,train
6486,Traveloka,Hotel Santika Bandung,12/13/2017,menyenangkan. makanan enak. mobil saya dicuci,none,none,none,none,none,none,positif,,,,,,,makanan enak,train
6487,Traveloka,Hotel Santika Bandung,12/6/2017,"lokasi strategis, sangat bersih dan nyaman. pelayanan ramah dan cepat. breakfast enak dan banyak menunya. saya puas.",positif,positif,positif,none,positif,none,positif,"lokasi strategis, sangat bersih dan nyaman.",sangat bersih dan nyaman,pelayanan ramah dan cepat,,lokasi strategis,,breakfast enak dan banyak menunya,train
6488,Traveloka,Hotel Santika Bandung,12/6/2017,"letaknya sangat strategis, pelayanannya sangat baik n kamarnya nyaman",positif,none,positif,none,positif,none,none,kamarnya nyaman,,pelayanannya sangat baik,,letaknya sangat strategis,,,train
6489,Traveloka,Hotel Santika Bandung,12/6/2017,baik banget deh. air conditioner dingin banget kamar okeey pelayanan okeey. cuma kamar mandinya pintunya agak maceet yang ditempat shower dan showernya kayanya perlu diganti.,positif,none,positif,none,none,negatif,none,air conditioner dingin banget kamar okeey,,pelayanan okeey,,,kamar mandinya pintunya agak macet dan showernya perlu diganti,,train
6490,Traveloka,Hotel Santika Bandung,12/6/2017,bagus kamarnya dan kebersihan hotel dan kamar cukup baik,positif,positif,none,none,none,none,none,bagus kamarnya,kebersihan hotel dan kamar cukup baik,,,,,,train
6491,Traveloka,Hotel Santika Bandung,12/6/2017,"makanan sangat variatif, lokasi hotel sangat strategis. dekat pusat. belanja. dan kuliner juga.",none,none,none,none,positif,none,positif,,,,,"lokasi hotel sangat strategis, dekat pusat belanja dan kuliner",,makanan sangat variatif,train
6492,Traveloka,Hotel Santika Bandung,12/6/2017,"hotelnya sih sudah cukup tua keliahatan dari bangunannya. tapi kamarnya gede, sarapannya banyak pilihan, orang-orang hotelnya ramah-ramah apalagi deket sma fo yang di jalan riau.",positif,none,positif,none,none,none,positif,kamarnya gede,,orang-orang hotelnya ramah-ramah,,,,sarapannya banyak pilihan,validation
6493,Traveloka,Hotel Santika Bandung,12/6/2017,"tempatnya bersih dan nyaman, menu sarapan banyak, pokoknya top lah hotel santika.",positif,positif,none,none,none,none,positif,"tempatnya bersih dan nyaman, menu sarapan banyak, pokoknya top lah hotel santika.",tempatnya bersih dan nyaman,,,,,menu sarapan banyak,train
6494,Traveloka,Hotel Santika Bandung,12/6/2017,"sangat nyaman untuk liburan keluarga, lokasi sangat strategis di tengah kota, nyaman, pelayanan sangat ramah. pilihan makanan breakfast lengkap. baik banget deh.",positif,none,positif,none,positif,none,positif,sangat nyaman untuk liburan keluarga,,pelayanan sangat ramah,,lokasi sangat strategis di tengah kota,,pilihan makanan breakfast lengkap,train
6495,Traveloka,Hotel Santika Bandung,12/6/2017,"nyaman sekali menginap disini. fasilitas baik, kebersihan serta keramahan pelayanan baik. recommended pokoknya. terima kasih you!",positif,positif,positif,none,none,positif,none,nyaman sekali menginap disini,kebersihan serta keramahan pelayanan baik,"fasilitas baik, kebersihan serta keramahan pelayanan baik.",,,fasilitas baik,,train
6496,Traveloka,Hotel Santika Bandung,12/6/2017,"hotelnya nyaman, fasilitas cukup lengkap, pelayanannya bagus, dan service memuaskan.",positif,none,positif,none,none,positif,none,hotelnya nyaman,,"pelayanannya bagus, dan service memuaskan",,,fasilitas cukup lengkap,,train
6497,Traveloka,Hotel Santika Bandung,12/6/2017,santika adalah nostalgia masa lalu ketika saya kecil ketika saya selama 7 tahun tinggal di hotel soeti. semoga santika bandung tetap jaya!,none,none,none,none,none,none,none,,,,,,,,train
6498,Traveloka,Hotel Santika Bandung,12/6/2017,"seperti kebanyakan hotel santika yang lain, pelayanan bagus dan breakfast yang bervariasi. meskipun bangunan lama tapi tetap terjaga kebersihannya, akan lebih nyaman kalau fasilitas televisi diperbarui",none,positif,positif,none,none,negatif,positif,,tetap terjaga kebersihannya,pelayanan bagus,,,akan lebih nyaman kalau fasilitas televisi diperbarui,breakfast yang bervariasi,train
6499,Traveloka,Hotel Santika Bandung,12/6/2017,"hotel dengan lokasi strategis dekat pusat perbelanjaan, fo dan kuliner. bangunan sudah lama tetapi kebersihan nya terjaga. makanan enak, banyak macamnya. kemarin bisa check in lebih awal dan dapat upgrade room yang lebih besar, saran nya lobby di atas mungkin diberi hiasan agar tidak terlalu kosong.",none,positif,positif,none,positif,none,positif,,kebersihan nya terjaga,bisa check in lebih awal dan dapat upgrade room,,"lokasi strategis dekat pusat perbelanjaan, fo dan kuliner",,"makanan enak, banyak macamnya",train
6500,Traveloka,Hotel Santika Bandung,12/6/2017,pelayanannya exellent dan bersih,none,positif,positif,none,none,none,none,,bersih,pelayanannya exellent,,,,,validation
6501,Traveloka,Hotel Santika Bandung,11/29/2017,semua baik. kamar juga free upgrade karena bawa anak kecil. air conditioner sempat mati tapi teknisi cepat datang dan cepat diperbaiki. terima kasih santika! senang sekali bisa menginap disini,positif,none,positif,positif,none,none,none,kamar juga free upgrade karena bawa anak kecil,,teknisi cepat datang dan cepat diperbaiki,kamar juga free upgrade karena bawa anak kecil.,,,,test
6502,Traveloka,Hotel Santika Bandung,11/29/2017,"orang baik, tempat yang bagus, dan makanan enak",none,none,positif,none,none,none,positif,,,orang baik,,,,makanan enak,test
6503,Traveloka,Hotel Santika Bandung,11/29/2017,cukup memuaskan dalam segala hal,none,none,none,none,none,none,none,,,,,,,,train
6504,Traveloka,Hotel Santika Bandung,11/29/2017,perlu ditingkatkan banyak. renovasi menjadi lebih menarik,negatif,none,none,none,none,none,none,renovasi menjadi lebih menarik,,,,,,,train
6505,Traveloka,Hotel Santika Bandung,11/22/2017,sangat bagus dan layanannya sangat bagus,none,none,positif,none,none,none,none,,,layanannya sangat bagus,,,,,train
6506,Traveloka,Hotel Santika Bandung,11/22/2017,"menu breakfast banyak ragamnya, lengkap, hotel bersih dan nyaman.",positif,positif,none,none,none,none,positif,nyaman,hotel bersih,,,,,"menu breakfast banyak ragamnya, lengkap",train
6507,Traveloka,Hotel Santika Bandung,11/22/2017,semuanya bagus. cukup nyaman untuk tinggal masuk,positif,none,none,none,none,none,none,cukup nyaman untuk tinggal masuk,,,,,,,train
