ID_Review,aspect,original_label,v3_label,Platform,Nama_Hotel,Review_Date,Text_Review,original_reason,v3_reason
8590,Fasilitas,negatif,none,Traveloka,Hotel Santika Bogor,11/16/2016,secara keseluruhan sangat memuaskan dengan pelayanan yang sangat baik mungkin yang kurang hanya untuk ruang makannya pada saat breakfast yang sepertinya kurang luas mengingat kapasitas tamu yang banyak sehingga harus bergantian.,ruang makannya pada saat breakfast yang sepertinya kurang luas mengingat kapasitas tamu yang banyak sehingga harus bergantian,
8936,Fasilitas,none,positif,Traveloka,Hotel Santika Cirebon,10/2/2024,staf sangat ramah dan membantu. fasilitas untuk kursi roda tersedia. recommended.,,fasilitas untuk kursi roda tersedia.
9136,Fasilitas,none,negatif,Traveloka,Hotel Santika Cirebon,3/17/2021,"pelayanan yang cukup baik di masa pandemi. mobil di cuci semua dari pihak hotel. makanan yang enak, kolam juga baik, anak-anak senang. walau ada kendala sedikit di kamar mandi, air menggenang dan yang orang ngebersihin kamar kurang jeli ngebersihin kotorandi meja dan lantai. terima kasih hotel santika sudah meng-upgrade kamar kami ke executive. very well services.",,"walau ada kendala sedikit di kamar mandi, air menggenang dan yang orang ngebersihin kamar kurang jeli ngebersihin kotorandi meja dan lantai."
9497,Fasilitas,none,positif,Traveloka,Hotel Santika Cirebon,7/26/2017,"bagus ruangan, layanan besar, bagus, besar dan bersih kolam renang. kami berenang di malam hari dan itu bagus",,"bagus ruangan, layanan besar, bagus, besar dan bersih kolam renang."
9549,Fasilitas,none,positif,Traveloka,Hotel Santika Cirebon,5/24/2017,"pelayanan bagus, ada fasilitas antar jemput sehingga sangat membantu buat para tamu yang tidak naik kendaraan pribadi.",,"pelayanan bagus, ada fasilitas antar jemput sehingga sangat membantu buat para tamu yang tidak naik kendaraan pribadi."
9551,Fasilitas,none,positif,Traveloka,Hotel Santika Cirebon,5/17/2017,"liburan bareng keluarga kecil, pelayanan ramah, makanan kecil murah dan bisa makan di kolam renang juga, kamar nyaman.",,"liburan bareng keluarga kecil, pelayanan ramah, makanan kecil murah dan bisa makan di kolam renang juga, kamar nyaman."
9773,Fasilitas,none,positif,Traveloka,Hotel Santika Cirebon,1/13/2016,"hotel yang nyaman, suka karena tempat makan pagi dekat dengan kolam renang",,"hotel yang nyaman, suka karena tempat makan pagi dekat dengan kolam renang"
10098,Fasilitas,none,negatif,Traveloka,Hotel Santika Depok,3/6/2024,"untuk kamarnya standar lah, shower-nya mampet, air mengalir sangat kecil, tanpa hairdryer juga. namun, yang bikin kita tidak komplain adalah staff-nya ramah-ramah, makanan saat sarapan semuanya enak.",,"untuk kamarnya standar lah, shower-nya mampet, air mengalir sangat kecil, tanpa hairdryer juga."
10160,Fasilitas,none,positif,Traveloka,Hotel Santika Depok,2/22/2023,"staycation di hotel santika sangat menyenangkan, kamar bersih, perlengkapan yang ada di kamarpun bersih. ada kolam renang juga. mohon pelayanan di saat sarapan di cafe anjani, ada yang memantau jika ada piring kosong di meja tamu yang sarapan agar dapat diambil. jadi meja tidak penuh dengan piring kosong. terima kasih juga kejutan wedding anniversary kami.",,ada kolam renang juga.
10602,Fasilitas,none,positif,Traveloka,Hotel Santika Depok,12/12/2018,hotel ini sangat pas untuk liburan bersama keluarga dan pasangan. karena berada satu area dengan mall dan bioskop. sehingga saat selesai berbelanja dan menonton bisa langsung beristirahat di sebelah gedung mall. hotel ini juga memiliki fasilitas dan layanan yang sangat baik bagi pelanggan.,,hotel ini juga memiliki fasilitas dan layanan yang sangat baik bagi pelanggan.
12205,Fasilitas,none,positif,Traveloka,Hotel Santika Mega City Bekasi,11/18/2020,"kamar sangat nyaman dengan ruangan yang bersih fasilitas yang baik dan pelayanan yang sangat baik. hanya saja akses yang agak sulit karena lokasi ada di atas mal, akses yang diberikan langsung ke lobby hanya yang menggunakan mobil kalau untuk yang menggunakan kendaraan bermotor akses harus masuk melewati mal dahulu.",,kamar sangat nyaman dengan ruangan yang bersih fasilitas yang baik dan pelayanan yang sangat baik.
13606,Fasilitas,none,negatif,Traveloka,Hotel Santika Mega City Bekasi,10/26/2016,"air conditioner kamar kurang dingin di 620, saya pesan kamar deluxe! tapi itu deluxe atau superior ya?",,"air conditioner kamar kurang dingin di 620, saya pesan kamar deluxe!"
13796,Fasilitas,positif,none,Traveloka,Hotel Santika Tasikmalaya,8/24/2022,"bagus banget sekarang ada coffee shop buat betah, staf pelayanan semua ramah baik check in cepat dan sudah pasti tiap ke tasik nginep di sini.",ada coffee shop,
12,Makanan,positif,none,Agoda,Hotel Santika Bandung,2/17/2026,"datang hampir jam 10 malam, hotel terlihat sepi tapi begitu turun mobil ada 1 doorman yang langsung menyambut dan membukakan pintu hotel. di lobby 1 concierge standby dan sat set mencari kamar yang kita booking dan melayani permintaan breakfast on the go. besoknya 2 kotak sarapan sudah siap diambil jam setengah 6 pagi sesuai permintaan. terimakasih santika.",2 kotak sarapan sudah siap diambil jam setengah 6 pagi sesuai permintaan,
235,Makanan,none,positif,Agoda,Hotel Santika Bandung,5/18/2017,"hotel ini terletak di jalan riau, jalan it bandung. anda dapat menemukan makanan enak, fashion bagus, kafe bagus dan semua yang anda butuhkan. itu juga dekat jl merdeka yang merupakan salah satu jalan sibuk di bandung yang memiliki beberapa jajanan kaki lima yang enak",,"anda dapat menemukan makanan enak, fashion bagus, kafe bagus dan semua yang anda butuhkan."
838,Makanan,none,positif,Agoda,Hotel Santika Bogor,7/29/2024,"lokasi dekat dengan mall shg mudah untuk cari makanan, ,",,"lokasi dekat dengan mall shg mudah untuk cari makanan, ,"
1263,Makanan,none,positif,Agoda,Hotel Santika Bogor,9/25/2012,"pilihan sarapannya beragam, dari western hingga indonesia, dan saya pesan telur dadar dan rasanya enak. ini setara dengan hotel bintang 4. lokasinya berada dalam jarak berjalan kaki ke kolam renang, pusat perbelanjaan, dan kebun raya. ruangannya luas dan saya bisa bersantai.",,"pilihan sarapannya beragam, dari western hingga indonesia, dan saya pesan telur dadar dan rasanya enak."
1630,Makanan,netral,negatif,Agoda,Hotel Santika Bogor,9/22/2012,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1. breakfast menu: dikit sekali, dan rasanya kurang enak. saya pernah menginap di santika lainnya tidak seperti ini 2. kamar sempit dan kurang luas 3. kunci kamar tidak bisa mendapatkan 2 4. tidak ada tempat bermain untuk anak-anak secara keseluruhan kurang memuaskan","breakfast menu: dikit sekali, dan rasanya kurang enak.","breakfast menu: dikit sekali, dan rasanya kurang enak."
1834,Makanan,positif,none,Agoda,Hotel Santika Cirebon,2/7/2024,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya.",sarapannya enak tapi tidak ada yang luar biasa tentang sarapan.,
1906,Makanan,positif,negatif,Agoda,Hotel Santika Cirebon,12/24/2018,"check in cepat, padahal jam 4 sore kami masih harus menunggu sebentar agar kamar siap. stafnya cukup ramah. kamarnya agak ketinggalan jaman tapi cukup bersih. tapi tidak ada mandi air hangat. ini adalah air yang sangat panas atau dingin. variasi sarapan cukup baik tetapi kualitas makanannya biasa saja.",variasi sarapan cukup baik tetapi kualitas makanannya biasa saja.,variasi sarapan cukup baik tetapi kualitas makanannya biasa saja.
1940,Makanan,netral,positif,Agoda,Hotel Santika Cirebon,6/20/2017,"santika cirebon, menurut saya hotelnya sudah tua, jadi ada tandanya di bangunan itu. tapi, kamarnya cukup besar, tempat tidurnya nyaman (menurut saya tempat tidurnya keras atau sedang), kamar mandinya bagus dan bersih. ada ketel listrik untuk membuat teh atau kopi, beserta segala fasilitasnya. kulkas mini, televisi kabel (sayangnya gambar kurang jelas tapi cukup bagus untuk baca berita). sarapannya juga beda-beda, walaupun kata ibuku rasanya biasa saja, tapi bagiku itu sudah cukup. anda bisa memilih mulai dari roti, sereal, bubur nasi, nasi goreng, nasi putih dan makanan indonesia lainnya. secara keseluruhan cukup menyenangkan menginap di hotel santika.","ada ketel listrik untuk membuat teh atau kopi, beserta segala fasilitasnya.","tapi, kamarnya cukup besar, tempat tidurnya nyaman (menurut saya tempat tidurnya keras atau sedang), kamar mandinya bagus dan bersih."
2038,Makanan,netral,positif,Agoda,Hotel Santika Cirebon,1/4/2012,"hotel santika cukup kecil, namun tamannya indah. kolam renangnya besar dan rasanya seperti surga tropis. restoran ini menawarkan hidangan dalam jumlah terbatas, tetapi sangat lezat dan harganya masuk akal. sarapan sebagian besar adalah makanan indonesia. sebagai orang asing, kami tidak senang dengan pilihan terbatas di luar harga lokal, tetapi pilihan buahnya sangat bagus. seperti kebanyakan tempat di indonesia, stafnya ramah, ramah dan hangat. mereka sangat ingin membantu dan menyenangkan dan itu membuat kunjungan kami menyenangkan meskipun faktanya ciberon adalah kota kecil tanpa banyak atraksi. tidak ada restoran bagus atau tempat menarik untuk dikunjungi. kami masih mencoba mencari tahu bagaimana kami dibujuk untuk pergi ke sana! tapi kami menemukan bahwa kota ini memiliki batik yang luar biasa dan itu membuat perjalanan kami berharga. salah satu kelemahan utama mengunjungi kota kecil di indonesia adalah hampir tidak ada orang yang mengerti/berbicara bahasa inggris. meskipun kami memiliki buku ungkapan kecil, sulit untuk menggunakannya. namun, di hotel, semua staf berbicara bahasa inggris cukup untuk membuat kunjungan ini menyenangkan. saya akan merekomendasikan tempat ini hanya jika anda harus pergi ke cirebon dan hanya jika anda mencari beberapa hari untuk beristirahat.","restoran ini menawarkan hidangan dalam jumlah terbatas, tetapi sangat lezat dan harganya masuk akal.",sarapan sebagian besar adalah makanan indonesia.
2080,Makanan,netral,negatif,Agoda,Hotel Santika Cirebon,12/30/2022,"hotel tua yang menempati lahan luas dan lokasi yang strategis. seharusnya bisa mempertahankan ""keklasikan"" hotel santika yang sudah terkenal. sayangnya tidak bisa menjaga itu. sarapan alakadarnya, lokasi seputar kolam tidak terawat, air conditioner tidak dingin, kamar mandi bau, kunci hotel sudah jadul, balkoni depan jendela kotor banget, area deket lift d lobi gelap, terkesan kotor. semoga segera diperbaiki ya","sarapan alakadarnya, lokasi seputar kolam tidak terawat","sarapan alakadarnya, lokasi seputar kolam tidak terawat, air conditioner tidak dingin, kamar mandi bau, kunci hotel sudah jadul, balkoni depan jendela kotor banget, area deket lift d lobi gelap, terkesan kotor."
2211,Makanan,none,positif,Agoda,Hotel Santika Cirebon,7/23/2019,"harganya relatif murah, makan pagi bervariasi",,"harganya relatif murah, makan pagi bervariasi"
2212,Makanan,none,positif,Agoda,Hotel Santika Cirebon,6/17/2019,salah satu hotel yang biasa saya pesan apabila ke cirebon. harga tidak terlalu mahal. lokasi juga bagus. pelayanan staffnya bagus. breakfastnya banyak dan enak. kolam renangnya baik.,,breakfastnya banyak dan enak.
2327,Makanan,netral,positif,Agoda,Hotel Santika Cirebon,2/14/2013,"staf melayani dengan ramah, kamar langsung tersedia tanpa harus menunggu, kondisi kamar bersih, kolam renang untuk anak-anak juga memadai. breakfast disediakan makanan khas cirebon. lokasi dekat dengan wisata kuliner empal gentong mang dharma.",breakfast disediakan makanan khas cirebon.,"staf melayani dengan ramah, kamar langsung tersedia tanpa harus menunggu, kondisi kamar bersih, kolam renang untuk anak-anak juga memadai."
2488,Makanan,none,positif,Agoda,Hotel Santika Depok,12/1/2024,"pelayanan bagus, fasilitas bagus, sarapannya enak",,"pelayanan bagus, fasilitas bagus, sarapannya enak"
2834,Makanan,netral,none,Agoda,Hotel Santika Depok,1/19/2022,floordrain tidak berfungsi. jadi saya harus buka floordrainnya biar airnya tidak menggenang. saya bermalam di unit yang exclusive. hanya dapat buah 3 pcs. penerangan kurang. karpet di ruang family kotor banget sama sofa belum pernah di dryclean kayaknya. selain hal ini nyaman.,hanya dapat buah 3 pcs.,
3609,Makanan,netral,positif,Tiket,Hotel Santika Bandung,7/12/2025,makanan khas lokal yang menyenangkan.,makanan khas lokal yang menyenangkan.,makanan khas lokal yang menyenangkan.
7245,Makanan,netral,positif,Traveloka,Hotel Santika Bandung,12/17/2014,"hotel dengan lokasi strategis, model bangunan dan kamar bentuk lama namun tetap nyaman, pelayanan cepat dan ramah, sarapan lumayan, namun tidak se-variatif hotel santika di kota lain.","sarapan lumayan, namun tidak se-variatif hotel santika di kota lain","hotel dengan lokasi strategis, model bangunan dan kamar bentuk lama namun tetap nyaman, pelayanan cepat dan ramah, sarapan lumayan, namun tidak se-variatif hotel santika di kota lain."
7823,Makanan,negatif,none,Traveloka,Hotel Santika Bogor,12/30/2020,"review dikit menginap disana. pegawai ramah semua. check-in dan check-out cepat. kamar sama kaya di gambar. minta request jendela dengan view dikasih. complimentary kamar free. air conditioner dingin. water heater dan exhaush fan baik. malam hari saya minta tolong pihak dapur untuk hangat makanan dilayani dengan baik dan cepat, sedikit saran, tempat sampah dikamar dan dikamar mandi kalau bisa bukanya yang di tekan pake kaki, gang yang tutupnya bisa di copot gt soalnya jadi dimaenin anak yang belum paham kalau itu tempat sampah. terus untuk kamar mandinya tidak ada sabun cair untuk cuci tangan, dikasihnya malah yang batang. agak repot ya. ini hotelnya tempel banget sama botani, karena covid, bayi gabisa masuk sana. tapi nyari makan banyak, bisa gojek dan enak-enak ko. parkiran juga gabung sama mal. buat yang menginap disana jangan lupa tiket parkirnya distempel sama pihak hotel biar free. untuk breakfast kurang variatif menunya, apalagi untuk rotinya, dikit banget. tidak ada roti tawar dan selai. overall baik ko. 8/10. terima kasih ya.",untuk breakfast kurang variatif menunya,
8040,Makanan,positif,negatif,Traveloka,Hotel Santika Bogor,6/12/2019,"kamar yang cukup baik untuk tidak kecil, dan varian untuk sarapan sedikit kurang, rasanya cukup. kolam kecil yang tenang tapi stafnya sangat ramah secara keseluruhan hotel ini bagus dan membuat liburan saya hampir sempurna terima kasih santika bogor",varian untuk sarapan sedikit kurang rasanya cukup,"kamar yang cukup baik untuk tidak kecil, dan varian untuk sarapan sedikit kurang, rasanya cukup."
11601,Makanan,none,positif,Traveloka,Hotel Santika Depok,10/14/2015,hotel ini cukup bagus. dan itu terletak di sebelah mal. sarapan sangat nyaman. salah satu downside adalah wi-fi yang connectionyou tidak bisa streaming youtube di sana.,,sarapan sangat nyaman.
12378,Makanan,positif,none,Traveloka,Hotel Santika Mega City Bekasi,9/4/2019,breakfastnya tidak pernah ngecewain. fasilitas juga baik. tapi sayang kamarnya lebih nyaman yang non smoking. kamar yang smoking room tidak nyaman.,breakfastnya tidak pernah ngecewain,
14094,Makanan,netral,negatif,Traveloka,Hotel Santika Tasikmalaya,12/26/2018,pelayanan baik cuma kamar 202 agak bagaimana gitu horor. makanan enak cuma biasa-biasa saja.,makanan enak cuma biasa-biasa saja,makanan enak cuma biasa-biasa saja.
