web_scraper_order,web_scraper_start_url,teks_ulasan,tanggal,gambar-1-src,gambar-2-src,gambar-3-src,gambar-4-src,gambar-5-src
1779820180-1778,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"strategi  place, nice room, nice price",30-Nov-20,,,,,
1779820180-1779,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Tempatnya diatas mall sehingga mudah cari makan sesuai selera kita
kamarnya bersih dan perlengkapan kamar mandi cukup lengkap",1-Aug-20,,,,,
1779820180-1780,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Secara keseluruhan baik, tetap tingkatkan pelayanan prima dan kebersihan",3-Jul-20,,,,,
1779820180-1781,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,It's convenient because it's connected to mall.,15-Mar-20,,,,,
1779820180-1782,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Hotel is located nearby shopping malls.
Room is big enough yet no refrigerator. 
Breakfast is ok. Need to maintain gym equipment, treadmill belt needs replacement. Danger to use for indoor running.",23-Jan-20,,,,,
1779820180-1783,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"New hotel, everything is over expectation. Good location and clean. Breakfast ok. Keep maintain!",16-Sep-19,,,,,
1779820180-1784,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Kamar hotel ini nyaman, bersih dengan kamar mandi yg dilengkapi dg penghangat air yg berfungsi dg baik. Menu sarapan pagi bervariasi dan rasanya enak bumbunya terasa. Hotel ini juga dilengkapi fasilit...Selengkapnya",28-Jul-19,,,,,
1779820180-1785,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Lumayan nyaman,17-Jun-19,,,,,
1779820180-1786,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Terasa privat lokasinya tp mudab diakses...dan gampang cari makanan krn nyambung ke mall besar,22-May-19,,,,,
1779820180-1787,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Kamar tidak sesuai dengan permintaan, mestinya dapat king bed, tapi dikasih 2 single bed",21-Mar-19,,,,,
1779820180-1788,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Was an ok stay, breakfast could do better options",20-Mar-19,,,,,
1779820180-1789,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Kurang petunjuk untuk mencapai hotel meskipun bersatu dengan mall besar tapi sulit dicari. Kamar, makanan, fasilitas dan lainnya baik tidak ada masalah.",17-Dec-18,,,,,
1779820180-1790,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Mknannya enak,2-Dec-18,,,,,
1779820180-1791,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Very strategic location in Bekasi Barat area.  Room is clean, food is nice. Above mega bekasi mall, not a grand mall but you can find everything inside.  Worth for money and stay ;)",20-May-18,,,,,
1779820180-1792,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"I stayed for 3 nights here. It is convenient as you can go down to eat, shop or do marketing. The room is spacious and clean, there is wifi. The food is available in many variety, Indonesian and weste...Selengkapnya",2-May-17,,,,,
1779820180-1793,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Aksesnya saja yg kuras pas khususnya jk lewat jam operasional mall,28-Dec-25,,,,,
1779820180-1794,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"💞Untuk kebersihan ok dong 💞Untuk pelayanannya sangat ok banget, terutama mas resepsionis nya sangat ramah dan membantu lupa saya siapa namanya, untuk mas nya terimakasih semoga sehat selalu🙏 💞loka...Selengkapnya",2-Jan-25,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit110110gsm/images/2025/01/02/70f8bcea-e2a8-4b7a-adad-66d45eb86d45-1735825480837-9f39ed4070c4a856bba4e19bf2f13687.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit110110gsm/images/2025/01/02/5a80b319-383a-479e-b3df-dadea4f9c5a6-1735825480958-4509685f9ed2a7a5fdb4e77899332a73.jpg,,,
1779820180-1795,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Untuk kebersihan dan fasilitas udah oke, sarapan pun sangat variatif. Tapi ada satu resepsionis perempuan yang sangat jutek kepada saya ketika saya tanya sudah bisa check in atau belum dia dgn tidak s...Selengkapnya",5-Dec-24,,,,,
1779820180-1796,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Good place and worth the price,1-Oct-24,,,,,
1779820180-1797,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Boleh ya di cek dulu kamarnya sebelum dikasih ke pengunjung. Breakfast oke,2-Mar-24,,,,,
1779820180-1802,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Makanan kurang variatif dan kurang tasty. Kamar ya standar lah,25-May-23,,,,,
1779820180-1806,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"So far oke, kamar nya cukup bersih namun ada sedikit noda di sprai & bantal. Breakfast nya standar, agak kurang variatif menu tp rasa oke. Staff nya ramah2. Enak nya dekat mall jd makanan gampang",8-Jan-23,,,,,
1779820180-1807,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Tidak ada hairdryer,2-Jan-23,,,,,
1779820180-1812,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Sebenernya enak hotelnya. Cuma lokasinya di dlm mall yg bikin org bingung gimana cara masuknya. Krna hotelnya gak keliatan dari luar,24-Oct-22,,,,,
1779820180-1813,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,bagus,28-Sep-22,,,,,
1779820180-1818,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Okeeeeeeeeeeeeeeeeee,20-May-22,,,,,
1779820180-1820,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Recommended dari pelayanan fasilitas dan harga,16-May-22,,,,,
1779820180-1822,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Check in pas PPKM, pintu masuk mall yang depan tutup. Kudu jalan jauuuuuuh banget. Termasuk ribet sih but breakfast was good.",4-Aug-21,,,,,
1779820180-1823,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Pelayanan baik, respon staff juga sangat baik mungkin untuk variasi sarapan nya bisa lbh di tingkatkan",14-Jul-21,,,,,
1779820180-1824,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,secara keseluruhan baik,24-Feb-21,,,,,
1779820180-1825,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,hotelnya dekat mall jdi mudah utk jalan jalan,16-Nov-20,,,,,
1779820180-1826,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Di jantung kita bekasi, dkt kemana saja, ada kolam berenang dan tempat bermain anak, sarapan variatif, kamar terlalu kecil dgn harga lumayan",17-Oct-19,,,,,
1779820180-1827,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,spreinya sll kusut,14-Sep-19,,,,,
1779820180-1828,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Lokasi hotel cukup strategis, dekat dengan tol, terhubung langsung dengan mall, jadi ga susah untuk cari makan kalo malam.
Akses masuknya dari area parkir lantai 5, dan ada akses pintu untuk masuk ke ...Selengkapnya",15-Jul-19,,,,,
1779820180-1829,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"dapet kamar smoking room padahal udah reserve non smoking, kamar masih bau asap rokok, tidak disemprot pengharum ruangan untuk tamu berikutnya.
ruangan kamar kecil dan sempit.",7-Feb-19,,,,,
1779820180-1830,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"baru pertama kali menginap disantika, tp sayang kecewa dengan ac diruangan yang tidak dingin. sudah lapor dan diperbaiki namun besoknya pagi2 terjadi lagi.. kami seruangan sangat kepanasan.",13-Dec-18,,,,,
1779820180-1831,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"kurang nya ga ada mini kulkas kamar mandinya kalo bisa jgn transparan karna saya tipe yg kalo tidur harus gelap, dan kalo lampu kamar mandi di matikan agak takut 😁🙏🏻 sisa nya oke sih, ac dingin tv ...Selengkapnya",15-Apr-24,,,,,
1779820180-1832,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Ke hotel Santika Mega Bekasi krn ada acara sepupu nikahan di Bekasi Convention Centre..overall good hotel..fasilitas lengkap & punya akses lngsung ke mall.. kamar standar wlaupun mungkin agak sempit.....Selengkapnya,6-Sep-23,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit110110gsm/images/2023/09/06/234d4617-d853-4470-9a42-0781e5cf1ef3-1693956312860-3bd5da799a517e769d97262902885074.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit110110gsm/images/2023/09/06/cbe0a4c7-baa1-4b4d-8298-70466ccc7d74-1693956313888-6c4927489100023f20179153222644ce.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit110110gsm/images/2023/09/06/1f5a7038-fdeb-4c59-807f-d37df1d8fca0-1693956313137-0d476bcbee34615dc358d85956637f0c.jpeg,,
1779820180-1833,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Kamar nya bersih, handuk wangi, staf hotel ramah Utk breakfast mungkin perlu ditambah variasi agar kl ada tamu yg menginap lbh dr 1 malam tidak ketemu menu yg sama. Utk kmr deluxe nya tidak ada mini b...Selengkapnya",5-Mar-23,,,,,
1779820180-1835,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Ke undangan di BCC ternyata beneran sebelahan pulang langsung check in karena bocah udah gak kondusif, pelayanan cepet walaupun early check in, breakfastnya enak dan banyak pilihan nya",16-Jan-23,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit110110gsm/images/2023/01/16/ea643386-c385-4ced-9e0f-3a4ec79bf196-1673834206996-5508c3731ab67181e00e6e2591e9bad5.jpg,,,,
1779820180-1840,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Sy senang nginap di Hotel santika, bersih",12-Jun-22,,,,,
1779820180-1841,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"pelayanan sangat dari staffnya ok, minusnya dikamar itu masih banyak yang kotor, saya memesan kamar king delux, dan kursi panjang di bawah kasur, seperti tidak dibersihkan, untuk lokasi sangat strateg...Selengkapnya",7-May-22,,,,,
1779820180-1843,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Semuanya bagus, hanya lokasi aja susah krn gabung sama mall. Akses lift bergabung dengan pengunjung mall jadi kurang pas",11-Feb-22,,,,,
1779820180-1844,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,good hotel walau cuma sebentar,16-Dec-21,,,,,
1779820180-1845,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"great place for stay, sayangnya pas stay ada acara nikahan jadi lumayan ganggu sampai ke kamar. Lt 10 water heater ga panas + shower cm nyata sebagian",12-Dec-21,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit110110gsm/review/2021/12/12/7a7611bb-59d8-413f-bd78-c4c3f17ae319-1639297115196-6aa7d0f7089b88b6c871deb12d403d55.jpg,,,,
1779820180-1846,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"mantap nicee good, murah dan bagus",4-Aug-21,,,,,
1779820180-1847,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"sayang sekali, saya menginap disaat masa pandemic, sehingga tidak semua fasilitas dibuka seperti kolam renang.
patut diacungi jempol terkait protokol kesehatan dimasa covid19 pada hotel ini 👍",24-Sep-20,,,,,
1779820180-1848,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Hanya AC kurang dingin, selebihnya bagus",17-Aug-20,,,,,
1779820180-1849,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Lokasi ke hotel lumayan susah,13-Jun-19,,,,,
1779820180-1850,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Kondisi hotel dan harga cukup memadai/sesuai, makan pagi jug ok banyak pilihan
tetapi untuk sholat subuh kalau mau ke masjid cukup jauh , karena pintu gerbang mall kalau subuh dikunci jadi harus berp...Selengkapnya",8-Mar-19,,,,,
1779820180-1851,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Saat orang tua saya tertinggal kunci di kamar dan meminta OB untuk mengambilnya lama sekali. sampai duduk depan pintu kamar, ujung2nya suruh ambil sendiri ke receptionist.",18-Dec-18,,,,,
1779820180-1852,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Secara hotel sih ok ya, cm ini hotel ud lama banget, yang sy kurang sreg di AC nya, panas, trus coba komplain, akhirnya di bersihin tuh filter indoornya parah kotornya 😂🤣 ud dibersihin ttp panas gk ...Selengkapnya",25-Aug-19,,,,,
1779820180-1853,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Tidak sukai :
AC kurang dingin
Kolam renang terlalu kecil
Menu sarapan kurang enak",7-Jul-19,,,,,
1779820180-1854,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,ok,4-Apr-19,,,,,
1779820180-1855,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Untuk segi pelayanan dan kebersihan sangat baik akan tetapi kondisi AC yang kurang performa (Tidak dingin),25-Feb-19,,,,,
1779820180-1856,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Saat saya menginap kolam renang tdk biaa digunakan karena sesang maintenance, sangat disayangkan",8-Jan-24,,,,,
1779820180-1860,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Yang sangat disayangkan aksesnya susah.. jadi kalau mau jalan keluar harus lewat mall udh gtu gelap banget jalananya.. Sisanya oke lahh,22-Jan-23,,,,,
1779820180-1865,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Kamar lembab, kurang bersih.",12-Sep-22,,,,,
1779820180-1866,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Bagus banget nih kamarnya,20-May-22,,,,,
1779820180-1868,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Hotelnya nyaman. Sebenernya interiornya okee hanya kurang terawat aja meja, tembok, lantai kayu udah kotor2. Lalu spreinya agak kasar ya menurut aku. Tapi overall oke pelayanannya ramah dan cepet.",13-Jan-22,,,,,
1779820180-1869,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Sedikit masukan ajh utk Toilet kamar nya bau gituh, tapi untuk keseluruhan udh ok banget. Bersih dan layanannya jg bagus.",3-Jan-21,,,,,
1779820180-1870,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"pertama kali menginap disini lokasi ok, pelayanan cukup memuaskan akan tetapi karna saya dtg bukan saat weekend jd semua fasilitas di tutup karna psbb. mohon utk variasi makanan saat breakfast lebih d...Selengkapnya",3-Jan-21,,,,,
1779820180-1871,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,".....,...................",22-Nov-20,,,,,
1779820180-1872,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"kamar ok, sarapan kurang variasi",2-Aug-25,,,,,
1779820180-1874,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Positifnya: Staff ramah, perlengkapan kamar lengkap, tempat tidur bersih, ac cukup dingin, fasilitas lengkap, makanan enak, strategis Negatifnya: Kamar lantainya sangat berdebu, dan parkir tidak memad...Selengkapnya",29-May-23,,,,,
1779820180-1875,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Tanggung jawab pelayan nya bagus ketika kamar saya tidak dingin maka diganti dengan kamar baru dengan di upgrade kamar nya Untuk kamar agak sedikit bau mohon untuk diperharikan kembali,5-Feb-23,,,,,
1779820180-1878,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Lokasi hotel di atas bangunan mall kurang bagus,4-Jul-22,,,,,
1779820180-1881,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Oke, sarapan kurang banyak pilihan",12-May-22,,,,,
