page,review_index,nama,tanggal,tipe_traveler,rating,teks_ulasan,sumber
208,3,Angga Yudha Arista,2 Mei 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
208,4,BAYU ADI PRASETYO,2 Mei 2023,Trip Keluarga,"4,0","Overall bagus, kamar nyaman dan menu sarapan enak.. kalau mau ke mall juga gampang tinggal turun pakai lift. Minusnya dg harga segitu cuma di kamar tidak ada kulkas dan hairdryer",Ulasan terverifikasi dari tiket.com
208,5,Talita Zulmi,2 Mei 2023,Trip Keluarga,"4,4",,Ulasan terverifikasi dari tiket.com
209,1,Muhammad Editya Wahyu Pratama Putra,1 Mei 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
209,2,Andri Cahyanto,1 Mei 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
209,3,Melissa S Wongkar,30 April 2023,,"4,2",,Ulasan terverifikasi dari tiket.com
209,4,Andita Agustini,30 April 2023,Trip Pasangan,"5,0",,Ulasan terverifikasi dari tiket.com
209,5,AP,29 April 2023,Perjalanan Bisnis,"5,0",,Ulasan terverifikasi dari tiket.com
210,1,Sandra Arsani,28 April 2023,,"3,0",,Ulasan terverifikasi dari tiket.com
210,2,Beni Iskandar,28 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
210,3,Elisabeth Tarida Silalahi,28 April 2023,,"3,4",,Ulasan terverifikasi dari tiket.com
210,4,Andi Chandra,28 April 2023,,"3,0",,Ulasan terverifikasi dari tiket.com
210,5,Agung Bachtiar,27 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
211,1,Talitha farah damayanti,27 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
211,2,Semoga Semoga,27 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
211,3,ESTER AGUSTINA,26 April 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
211,4,yogi prasasti,26 April 2023,,"3,0",,Ulasan terverifikasi dari tiket.com
211,5,yuditya berlianti hermawan,26 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
212,1,Bennedita Tambunan,26 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
212,2,ADALAH,26 April 2023,,"4,0","Pelayanan bagus, fasilitas cukup baik. Ada kolam renang, fitness dan Playground. Sarapan juga bervariasi",Ulasan terverifikasi dari tiket.com
212,3,Sherena Octaria,24 April 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
212,4,Inas Ngesti  Pribadi,22 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
212,5,Shinta Ayu,22 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
213,1,Andri Cahyanto,20 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
213,2,Retno Wahyuni,20 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
213,3,Muhammad Rizqullah EkaS,20 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
213,4,IA,20 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
213,5,TS,17 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
214,1,MF,15 April 2023,Perjalanan Sendirian,"4,8",👍👍👍👍👍👍,Ulasan terverifikasi dari tiket.com
214,2,Dede rika,14 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
214,3,Komarahadi Komarahadi,13 April 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
214,4,SMA,13 April 2023,Trip Keluarga,"4,0","Pelayanan bagus bgt, lokasi strategis karena jadi satu sama mall. Mungkin untuk kebersihan bisa ditingkatkan, seperti lantai yg sepertinya belum dipel jadi nempel di kaki padahal kami bawa krucil kesini. Overall asik nginep disini.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
214,5,Dede rika,13 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
215,1,Desak Diana,13 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
215,2,Sherena Octaria,12 April 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
215,3,Muhammad Fadlillah Nasir,9 April 2023,Trip Keluarga,"5,0",,Ulasan terverifikasi dari tiket.com
215,4,Amanda Data Safir,8 April 2023,,"4,8",,Ulasan terverifikasi dari tiket.com
215,5,R.A. Rahman,7 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
216,1,Sherena Octaria,6 April 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
216,2,R.A. Rahman,6 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
216,3,Desty Arviana,5 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
216,4,Adi Mantani,3 April 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
216,5,Sherena Octaria,2 April 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
217,1,Yohana Rotua L Simanjuntak,31 Maret 2023,,"4,2",,Ulasan terverifikasi dari tiket.com
217,2,Hendriyana Ponti Kasih,29 Maret 2023,,"5,0",Keren dan dekat pusat perbelanjaan,Ulasan terverifikasi dari tiket.com
217,3,JW,29 Maret 2023,,"3,0",,Ulasan terverifikasi dari tiket.com
217,4,Agustina Andriyani,28 Maret 2023,,"4,0","Kamarnya bagus dan pelayanannya juga oke, tapi ada satu hal yang kurang memuaskan.. Jadi saya harus berputar-putar untuk menemukannya.",Ulasan terverifikasi dari tiket.com
217,5,Dita Nauli Octarini,27 Maret 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
218,1,ihsan sidik,26 Maret 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
218,2,Anggraeni Puspa gunarti,26 Maret 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
218,3,SS,26 Maret 2023,Perjalanan Sendirian,"2,8",,Ulasan terverifikasi dari tiket.com
218,4,LS,25 Maret 2023,Perjalanan Sendirian,"4,8",,Ulasan terverifikasi dari tiket.com
218,5,RR,25 Maret 2023,Trip Keluarga,"5,0",,Ulasan terverifikasi dari tiket.com
219,1,Ferry Kurniawan,22 Maret 2023,,"5,0",Bagus,Ulasan terverifikasi dari tiket.com
219,2,Bennedita Tambunan,20 Maret 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
219,3,DS,19 Maret 2023,Perjalanan Sendirian,"5,0",,Ulasan terverifikasi dari tiket.com
219,4,Intan Putri Sumartini,18 Maret 2023,,"4,6",,Ulasan terverifikasi dari tiket.com
219,5,Marcus Télé,18 Maret 2023,,"3,0",,Ulasan terverifikasi dari tiket.com
220,1,SMA,18 Maret 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
220,2,NN,17 Maret 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
220,3,Nandya Nurul Maulidina,16 Maret 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
220,4,Aisah Rizky,16 Maret 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
220,5,Alvita Rassya Tritikaningtyas,16 Maret 2023,,"3,8",,Ulasan terverifikasi dari tiket.com
221,1,Alvita Rassya Tritikaningtyas,16 Maret 2023,Perjalanan Bisnis,"3,8",,Ulasan terverifikasi dari tiket.com
221,2,Foery Prasetyo Pawa Palucky,14 Maret 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
221,3,Rudy Dhaniyanto,13 Maret 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
221,4,TETAPI,13 Maret 2023,Trip Keluarga,"5,0",Lokasinya lgsg mall cuma untuk akses parkir nya sedikit ribet krn kalo ad acara di gedung tamu parkir di mall yg aksesnya dibwah dan naik lift lg utk ke hotel,Ulasan terverifikasi dari tiket.com
221,5,Bennedita Tambunan,13 Maret 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
222,1,Git Git,13 Maret 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
222,2,FF,12 Maret 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
222,3,ITU,11 Maret 2023,Trip Pasangan,"5,0","Bener bener bagus, apalagi staffnya sigap banget ngebantu buat acara birthday",Ulasan terverifikasi dari tiket.com
222,4,YS,9 Maret 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
222,5,AP,9 Maret 2023,Trip Pasangan,"4,6","untuk yang naik motor agak kesusahan sih akses masuknya, apalagi kalo abis jalan-jalan dan pulang ke hotel jam tutup mall",Ulasan terverifikasi dari tiket.com
223,1,Muhammad Akbar Safarisa,6 Maret 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
223,2,Nenden Ainun Nisa,5 Maret 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
223,3,Cindy Agustin,5 Maret 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
223,4,MILIKMU,5 Maret 2023,Trip bareng Teman,"3,6","Kamar nya bersih, handuk wangi, staf hotel ramah Utk breakfast mungkin perlu ditambah variasi agar kl ada tamu yg menginap lbh dr 1 malam tidak ketemu menu yg sama. Utk kmr deluxe nya tidak ada mini barLihat lebih sedikit",Ulasan terverifikasi dari tiket.com
223,5,RW,4 Maret 2023,Trip Pasangan,"5,0",,Ulasan terverifikasi dari tiket.com
224,1,Jajang Fitrana,4 Maret 2023,,"4,8",,Ulasan terverifikasi dari tiket.com
224,2,Jajang Fitrana,4 Maret 2023,,"4,8",,Ulasan terverifikasi dari tiket.com
224,3,Jajang Fitrana,4 Maret 2023,,"4,8",,Ulasan terverifikasi dari tiket.com
224,4,Jajang Fitrana,4 Maret 2023,,"4,8",Nyaman seperti biasanya,Ulasan terverifikasi dari tiket.com
224,5,Jajang Fitrana,4 Maret 2023,,"4,8",Ok dan nyaman. Tapi sering mau nginep di sini kamar selalu full booked,Ulasan terverifikasi dari tiket.com
225,1,Jajang Fitrana,4 Maret 2023,,"4,8",Selalu nyaman dan berkesan nginep di hotel ini. Tapi sedih buat saya kamarnya sering full booked. Padahal pengen nginep di sini.,Ulasan terverifikasi dari tiket.com
225,2,Mukti Prasetiyo,1 Maret 2023,Trip Keluarga,"3,8",,Ulasan terverifikasi dari tiket.com
225,3,K,1 Maret 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
225,4,Adie Lestariono,28 Februari 2023,,"5,0",Mantabs,Ulasan terverifikasi dari tiket.com
225,5,Stefany putus,28 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
226,1,Chandra Baru,28 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
226,2,AL,28 Februari 2023,Trip Pasangan,"5,0",Hotel connected dengan lift mega mall bekasi. Sarapan paginya mantab. Kamar luas dan nyaman.,Ulasan terverifikasi dari tiket.com
226,3,Marcus Télé,28 Februari 2023,,"3,0",,Ulasan terverifikasi dari tiket.com
226,4,Sherena Octaria,26 Februari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
226,5,Juniar Rizki Andriani,26 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
227,1,Herdiani Herdiani,26 Februari 2023,,"3,0",,Ulasan terverifikasi dari tiket.com
227,2,Eri Prasetyo,26 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
227,3,Meike Dwi Setiawati Kuncoro,25 Februari 2023,,"5,0",Bagus dan tidak terlalu mahal,Ulasan terverifikasi dari tiket.com
227,4,Firda Widia Sari,24 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
227,5,HARI INI,23 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
228,1,Fahri Ramadhan,23 Februari 2023,Trip bareng Teman,"4,6","Kaki berdarah kena HPL dari kasur yg udah ngeletek,parkiran jauh bgt,mo keluar dari hotel kalo gak naik mobil jauh,lift yg jd satu sama mall super ngantri,sarapan enak,bersih nya jg okac dingin",Ulasan terverifikasi dari tiket.com
228,2,Chandra Baru,23 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
228,3,Chandra Baru,23 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
228,4,KU,22 Februari 2023,Lainnya,"4,0","Lokasi strategis, pelayanan ramah, makanan enak, nyaman",Ulasan terverifikasi dari tiket.com
228,5,agus Budiarto,21 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
229,1,Natalia Mayasari,21 Februari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
229,2,Y Y,21 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
229,3,Sherena Octaria,19 Februari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
229,4,ADHA TRISNA LIDYA,18 Februari 2023,,"4,8",,Ulasan terverifikasi dari tiket.com
229,5,Ponirin Nainggolan,18 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
230,1,Dan Riayadi,18 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
230,2,nuraini nuraini,17 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
230,3,Stephanie Karismawati,16 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
230,4,Sherena Octaria,16 Februari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
230,5,Aditya Rajasa,16 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
231,1,Yusep Sasmita,15 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
231,2,Yusep Sasmita,15 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
231,3,Yusep Sasmita,15 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
231,4,Yusep Sasmita,15 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
231,5,KS,14 Februari 2023,Trip bareng Teman,"5,0",Tempat yang bagus.,Ulasan terverifikasi dari tiket.com
232,1,Hanna Martania Permatasari,13 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
232,2,Rini Handayani,12 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
232,3,YC,10 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
232,4,DI DALAM,9 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
232,5,DI DALAM,9 Februari 2023,Trip Keluarga,"5,0","Rumah dekat, cuma mau sarapan di hotel aja.. Tapi pelayanan semua bagus, bersih, tapi anak 4 tahun kena charge Bfast 50k.",Ulasan terverifikasi dari tiket.com
233,1,Bennedita Tambunan,9 Februari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
233,2,Ryan Susanto,9 Februari 2023,,"4,4",,Ulasan terverifikasi dari tiket.com
233,3,Ryan Susanto,9 Februari 2023,,"4,4",,Ulasan terverifikasi dari tiket.com
233,4,DM,9 Februari 2023,Trip Pasangan,"4,8",,Ulasan terverifikasi dari tiket.com
233,5,Legging Shabila,9 Februari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
234,1,Rusmayanti Yanti,8 Februari 2023,Perjalanan Sendirian,"5,0",,Ulasan terverifikasi dari tiket.com
234,2,DAN,8 Februari 2023,Perjalanan Bisnis,"4,0",,Ulasan terverifikasi dari tiket.com
234,3,ADALAH,8 Februari 2023,Trip bareng Teman,"5,0",,Ulasan terverifikasi dari tiket.com
234,4,Wachlul El Fachrozy,8 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
234,5,Ovi Yudha Pratiwi,7 Februari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
235,1,Ramadanil Akbar,7 Februari 2023,,"5,0",Nyaman bgt,Ulasan terverifikasi dari tiket.com
235,2,Fauzi Rofiq Hardianto,7 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
235,3,Ramadanil Akbar,6 Februari 2023,,"5,0",Nyaman banget di sini,Ulasan terverifikasi dari tiket.com
235,4,Lina Sari,6 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
235,5,Hendrik Wijaya,6 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
236,1,Agus Frans Aslan sihite,6 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
236,2,Saifuddin Zuhri,6 Februari 2023,,"4,4",Sesuai dengan harganya...,Ulasan terverifikasi dari tiket.com
236,3,Susana Zein,5 Februari 2023,,"4,0","makanan enak, kamar bagus..",Ulasan terverifikasi dari tiket.com
236,4,DH,5 Februari 2023,,"3,2",Tanggung jawab pelayan nya bagus ketika kamar saya tidak dingin maka diganti dengan kamar baru dengan di upgrade kamar nya Untuk kamar agak sedikit bau mohon untuk diperharikan kembali,Ulasan terverifikasi dari tiket.com
236,5,SS,5 Februari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
237,1,RF,4 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
237,2,Yuda Pratama,4 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
237,3,WD,3 Februari 2023,Trip Pasangan,"5,0","Seneng banget disini mudah checkin & checkoutnya staffnya ramah, kamarnya oke bersih walaupun masih jadul yaa makanannya jugablumayan yaaa okee sih",Ulasan terverifikasi dari tiket.com
237,4,Yudhistira Nuas,3 Februari 2023,Perjalanan Sendirian,"5,0","Bagus,rapih dan kebersihan terjaga. Saran untuk yang smoking room di sediakan asbak dan untuk jendala dan pintu balkon jangan di kunci hihi",Ulasan terverifikasi dari tiket.com
237,5,Fitria Hadri Yani,1 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
238,1,KAMI,1 Februari 2023,Trip bareng Teman,"4,8","Lokasi strategis, dekat pintu keluar tol. Terletak di atas pusat perbelanjaan sehingga mudah menemukan makanan. Harga terjangkau dengan fasilitas yang layak.",Ulasan terverifikasi dari tiket.com
238,2,Ade Andreansyah,1 Februari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
238,3,DIAN WIDI SUSANTO,31 Januari 2023,Trip Keluarga,"5,0",,Ulasan terverifikasi dari tiket.com
238,4,Firda Widia Sari,31 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
238,5,Evi Anggita,31 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
239,1,Direktur Jenderal,31 Januari 2023,Perjalanan Sendirian,"5,0",,Ulasan terverifikasi dari tiket.com
239,2,Bennedita Tambunan,30 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
239,3,Rita Melati Simanjuntak,30 Januari 2023,,"5,0",Bagus dan tingkatkan kebersihan,Ulasan terverifikasi dari tiket.com
239,4,Abdul Rahman Harahap,29 Januari 2023,Perjalanan Sendirian,"4,0","Tempat strategis, bagus..",Ulasan terverifikasi dari tiket.com
239,5,DP,29 Januari 2023,Trip Pasangan,"4,0",Semua oke kecuali akses masuk ke hotelnya,Ulasan terverifikasi dari tiket.com
240,1,ADALAH,29 Januari 2023,Trip Pasangan,"5,0",,Ulasan terverifikasi dari tiket.com
240,2,DAN,28 Januari 2023,Perjalanan Bisnis,"4,4","Harga wajar, mungkin akan mengunjungi Santika lagi untuk perjalanan bisnis berikutnya.",Ulasan terverifikasi dari tiket.com
240,3,Abdillah Fikri,25 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
240,4,Echo Romy,24 Januari 2023,Perjalanan Sendirian,"4,0",Sarapan yang enak,Ulasan terverifikasi dari tiket.com
240,5,kata Vera.,24 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
241,1,Bennedita Tambunan,24 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
241,2,R.A. Rahman,24 Januari 2023,,"5,0",Nyaman,Ulasan terverifikasi dari tiket.com
241,3,R.A. Rahman,24 Januari 2023,,"5,0",Nyaman,Ulasan terverifikasi dari tiket.com
241,4,R.A. Rahman,24 Januari 2023,,"5,0",Hewan,Ulasan terverifikasi dari tiket.com
241,5,Diva Menulis,23 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
242,1,Irvan Rachmat Sutrisno Sitompul,23 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
242,2,Muhammad Editya Wahyu Pratama Putra,23 Januari 2023,,"4,6",,Ulasan terverifikasi dari tiket.com
242,3,M Teguh Hafizuddin,23 Januari 2023,,"4,8",,Ulasan terverifikasi dari tiket.com
242,4,ANNY NOVELITA,23 Januari 2023,Trip Pasangan,"3,6",,Ulasan terverifikasi dari tiket.com
242,5,ASNAH RUMIAWATI,22 Januari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
243,1,Sri Noviyanti,22 Januari 2023,,"3,0",,Ulasan terverifikasi dari tiket.com
243,2,AGUNG EKA WULANDARI,22 Januari 2023,Perjalanan Sendirian,"3,4",Yang sangat disayangkan aksesnya susah.. jadi kalau mau jalan keluar harus lewat mall udh gtu gelap banget jalananya.. Sisanya oke lahh,Ulasan terverifikasi dari tiket.com
243,3,kata Vera.,22 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
243,4,Rusmayanti Yanti,21 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
243,5,TETAPI,21 Januari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
244,1,Errico Dwisatya Saputra,21 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
244,2,Andrew Arianto,20 Januari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
244,3,irfan,20 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
244,4,Nugroho Kuncoro Adi,19 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
244,5,FF,19 Januari 2023,Perjalanan Sendirian,"5,0",,Ulasan terverifikasi dari tiket.com
245,1,Hendy Jongso,19 Januari 2023,,"3,0",,Ulasan terverifikasi dari tiket.com
245,2,Thomas Rulandy,19 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
245,3,Amalia Ln,18 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
245,4,dedi junaedi,18 Januari 2023,,"5,0",Terbaik,Ulasan terverifikasi dari tiket.com
245,5,Ponirin Nainggolan,16 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
246,1,Moch Arrol Iswahyudi,16 Januari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
246,2,ANDA,16 Januari 2023,Trip Keluarga,"4,4","1. Pelayanan oleh resepsionis saat checkin sangat bagus dan membantu sekali. Resepsionis dan staff sangat ramah dan baik. *5 2. Kamar bersih tetapi ac pada koridor mati sehingga lumayan panas saat berada di koridor. 3. Hotel satu lokasi dengan mega mall bekasi sehingga mudah kalau mau belanja atau makan. 4. Breakfastnya kurang enak dan refill makanan sedikit lama, pilihan menu so-so Worth to stay, tolong ditingkatkan lagi menu dan rasa breakfastnya.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
246,3,DAN,16 Januari 2023,Trip Keluarga,"3,6","Ke undangan di BCC ternyata beneran sebelahan pulang langsung check in karena bocah udah gak kondusif, pelayanan cepet walaupun early check in, breakfastnya enak dan banyak pilihan nya",Ulasan terverifikasi dari tiket.com
246,4,Firdha Khoirun Nisa,15 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
246,5,Ponirin Nainggolan,15 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
247,1,Tazkia Nadia,15 Januari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
247,2,Alat Render,15 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
247,3,Rusmayanti Yanti,14 Januari 2023,Perjalanan Sendirian,"4,0","Bagus bersih, lokasi strategis, sayang gak ada hairdryer sama kulkas.",Ulasan terverifikasi dari tiket.com
247,4,Dayang Dewi Sartika,14 Januari 2023,,"3,0",,Ulasan terverifikasi dari tiket.com
247,5,Marchandi Raka,14 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
248,1,Ponirin Nainggolan,13 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
248,2,RB,13 Januari 2023,Trip Keluarga,"1,6","Pelayanan cek in lama.. Pembersihan kamar lambat, baru siang2 dibersihkan. Order hair dryer lama diantar..",Ulasan terverifikasi dari tiket.com
248,3,NS JEMMY NAINGGOLAN,13 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
248,4,SAYA,12 Januari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
248,5,Perawat Terdaftar,11 Januari 2023,Trip Pasangan,"5,0","Terima kasih Santika Hotel, servicesnya luar biasa, breakfastnya juga memuaskan..",Ulasan terverifikasi dari tiket.com
249,1,Rani Apriliaanti,11 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
249,2,Ferdinand Charles,11 Januari 2023,Trip Keluarga,"4,8",Lokasi mudah diakses dan akses menuju Hypermall Mega Bekasi sangat mudah. Apapun kebutuhan urgent bisa terpenuhi.,Ulasan terverifikasi dari tiket.com
249,3,AH,11 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
249,4,Uun Khoirunnisa,10 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
249,5,DS,10 Januari 2023,,"5,0",Bagus...,Ulasan terverifikasi dari tiket.com
250,1,Maya adalah sebuah anugerah.,8 Januari 2023,,"3,8","So far oke, kamar nya cukup bersih namun ada sedikit noda di sprai & bantal. Breakfast nya standar, agak kurang variatif menu tp rasa oke. Staff nya ramah2. Enak nya dekat mall jd makanan gampang",Ulasan terverifikasi dari tiket.com
250,2,Ruth Christien,8 Januari 2023,Perjalanan Sendirian,"5,0","suka banget kamarnya luas, makanan bervariatif! will be back soon🫶🏻",Ulasan terverifikasi dari tiket.com
250,3,Shinta Kyoto,8 Januari 2023,,"1,0",,Ulasan terverifikasi dari tiket.com
250,4,KK,7 Januari 2023,Trip Keluarga,"5,0",Fasilitas ok. Sarapan paginya enak. Mantapp lah,Ulasan terverifikasi dari tiket.com
250,5,Eri Prasetyo,7 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
251,1,Faisal Anwar,7 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
251,2,Lerie Gerald,7 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
251,3,Andi Leosi,6 Januari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
251,4,Febri Irene Setiany,5 Januari 2023,,"5,0",Rantai,Ulasan terverifikasi dari tiket.com
251,5,HA,5 Januari 2023,Trip Keluarga,"5,0",Semuanya mantap..,Ulasan terverifikasi dari tiket.com
252,1,kamu harus kamu harus,5 Januari 2023,,"3,0",,Ulasan terverifikasi dari tiket.com
252,2,yogi darmawan,5 Januari 2023,,"4,0",,Ulasan terverifikasi dari tiket.com
252,3,andrian andrian,5 Januari 2023,,"3,4",,Ulasan terverifikasi dari tiket.com
252,4,Saya minta maaf.,4 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
252,5,Rian Irwanto,4 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
253,1,BS,4 Januari 2023,Trip Keluarga,"4,4","Menyenangkan staycation di santika. Cukup nyaman, sayang akses dari mall yang kurang jelas jadi agak membingungkan. Cuma kamarnya kecil.",Ulasan terverifikasi dari tiket.com
253,2,Heri Yanto,4 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
253,3,Putri Room,4 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
253,4,Edwin Elian Putra,4 Januari 2023,Perjalanan Sendirian,"5,0",,Ulasan terverifikasi dari tiket.com
253,5,Anita Sitorus,4 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
254,1,Ayu Amalia,4 Januari 2023,,"3,2",,Ulasan terverifikasi dari tiket.com
254,2,Yogi Wahyudi,3 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
254,3,kepemilikan saham,3 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
254,4,CL,3 Januari 2023,Trip Keluarga,"4,0",,Ulasan terverifikasi dari tiket.com
254,5,ISMIYANA ALFIYANI,2 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com
