ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,text_model,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan
7013,Traveloka,Hotel Santika Bandung,1/27/2016,kamarnya luas dan nyaman. hotelnya bagus,kamarnya luas dan nyaman. hotelnya bagus,positif,none,none,none,none,none,none
7015,Traveloka,Hotel Santika Bandung,1/27/2016,"nyaman, bersih, akses mudah, strategis","nyaman, bersih, akses mudah, strategis",positif,positif,none,none,positif,none,none
7016,Traveloka,Hotel Santika Bandung,1/20/2016,"sangat menyenangkan, pelayanan prima, ruangan besar, semua serba enak di hotel ini, apalagi compliment yang tidak biasa, mobil tamu yang menginap dicucikan, bagus","sangat menyenangkan, pelayanan prima, ruangan besar, semua serba enak di hotel ini, apalagi compliment yang tidak biasa, mobil tamu yang menginap dicucikan, bagus",positif,none,positif,none,none,none,positif
7018,Traveloka,Hotel Santika Bandung,1/20/2016,"tempat terbaik untuk tinggal di bandung, saya pribadi merekomendasikan hotel ini untuk anda karena hotel ini berada di tempat strategis (di kota jantung bandung)","tempat terbaik untuk tinggal di bandung, saya pribadi merekomendasikan hotel ini untuk anda karena hotel ini berada di tempat strategis (di kota jantung bandung)",none,none,none,none,positif,none,none
7019,Traveloka,Hotel Santika Bandung,1/20/2016,"lokasi yang sangat baik, kebersihan yang baik tapi varian dari sarapan perlu ditingkatkan","lokasi yang sangat baik, kebersihan yang baik tapi varian dari sarapan perlu ditingkatkan",none,positif,none,none,positif,none,negatif
7020,Traveloka,Hotel Santika Bandung,1/20/2016,menikmati tinggal di sana dekat dengan hot spot di bandung,menikmati tinggal di sana dekat dengan hot spot di bandung,none,none,none,none,positif,none,none
7021,Traveloka,Hotel Santika Bandung,1/20/2016,untuk sarapan pagi kurang bervariasi,untuk sarapan pagi kurang bervariasi,none,none,none,none,none,none,negatif
7022,Traveloka,Hotel Santika Bandung,1/20/2016,"memuaskan, menyenangkan, semuanya berjalan sesuai dengan yang direncanakan.","memuaskan, menyenangkan, semuanya berjalan sesuai dengan yang direncanakan.",none,none,none,none,none,none,none
7023,Traveloka,Hotel Santika Bandung,1/20/2016,"lokasi bagus walaupun hotel lama tapi terawat, hanya saja hairdryer tidak built in di kamar mandi, refill breakfast agak lama padahal tidak musim liburan. selain itu pelayanan hotel bagus, harus siap di renov untuk bersaing dengan hotel sekitar karena secara lokasi sudah menjanjikan","lokasi bagus walaupun hotel lama tapi terawat, hanya saja hairdryer tidak built in di kamar mandi, refill breakfast agak lama padahal tidak musim liburan. selain itu pelayanan hotel bagus, harus siap di renov untuk bersaing dengan hotel sekitar karena secara lokasi sudah menjanjikan",netral,none,positif,none,positif,negatif,negatif
7024,Traveloka,Hotel Santika Bandung,1/20/2016,kami senang karena lokasi hotel dekat pusat perbelanjaan,kami senang karena lokasi hotel dekat pusat perbelanjaan,none,none,none,none,positif,none,none
7026,Traveloka,Hotel Santika Bandung,1/13/2016,"seperti: kamar luas dan bersih. pencahayaan cukup terang. sarapan adalah baik-baik saja. dislike: aku sedang memeriksa pada 10: 00. porter tidak pada posisi siap, sebaliknya ia sedang tidur di atas meja penerimaan. hanya ada 1 resepsionis pada waktu itu, ia memeriksa kami, begitu cepat dan memberi kami sedikit ucapan atau penjelasan tentang sarapan, check-out, dll jetwasher / toilet di kamar saya bocor. saya pikir itu hanya kecil bocor, ternyata di pagi hari kamar mandi saya sangat basah.","seperti: kamar luas dan bersih. pencahayaan cukup terang. sarapan adalah baik-baik saja. dislike: aku sedang memeriksa pada 10: 00. porter tidak pada posisi siap, sebaliknya ia sedang tidur di atas meja penerimaan. hanya ada 1 resepsionis pada waktu itu, ia memeriksa kami, begitu cepat dan memberi kami sedikit ucapan atau penjelasan tentang sarapan, check-out, dll jetwasher / toilet di kamar saya bocor. saya pikir itu hanya kecil bocor, ternyata di pagi hari kamar mandi saya sangat basah.",positif,positif,negatif,none,none,negatif,positif
7027,Traveloka,Hotel Santika Bandung,1/13/2016,#NAME?,#name?,positif,none,none,none,positif,positif,positif
7029,Traveloka,Hotel Santika Bandung,1/13/2016,"lokasi strategis dekat kemana saja, breakfast dengan menu yang berfariasi setiap hari dan pelayanan yang ramah","lokasi strategis dekat kemana saja, breakfast dengan menu yang berfariasi setiap hari dan pelayanan yang ramah",none,none,positif,none,positif,none,positif
7031,Traveloka,Hotel Santika Bandung,1/13/2016,pelayanan yang ramah membuat liburan kami makin menyenangkan.,pelayanan yang ramah membuat liburan kami makin menyenangkan.,none,none,positif,none,none,none,none
7032,Traveloka,Hotel Santika Bandung,1/6/2016,"lokasi strategis, kamar nyaman.","lokasi strategis, kamar nyaman.",positif,none,none,none,positif,none,none
7034,Traveloka,Hotel Santika Bandung,1/6/2016,pelayanan yang ramah serta memuaskan.,pelayanan yang ramah serta memuaskan.,none,none,positif,none,none,none,none
7035,Traveloka,Hotel Santika Bandung,1/6/2016,lift dari lantai basement bermasalah,lift dari lantai basement bermasalah,none,none,none,none,none,negatif,none
7036,Traveloka,Hotel Santika Bandung,1/6/2016,"hotel yang sangat direkomendasikan baik untuk urusan bisnis terlebih untuk urusan keluarga. kamar luas, pelayanan cepat, harga sesuai dengan kualitas dan bersaing, kebersihan terjaga. cuma saran untuk staf yang menanyakan kamar nomor berapa untuk sarapan jangan terlalu kaku mengikuti aturan toh kemampuan manusia untuk makan seberapa banyak sih, saya pikir itu saja yang perlu di training lagi staf nya.","hotel yang sangat direkomendasikan baik untuk urusan bisnis terlebih untuk urusan keluarga. kamar luas, pelayanan cepat, harga sesuai dengan kualitas dan bersaing, kebersihan terjaga. cuma saran untuk staf yang menanyakan kamar nomor berapa untuk sarapan jangan terlalu kaku mengikuti aturan toh kemampuan manusia untuk makan seberapa banyak sih, saya pikir itu saja yang perlu di training lagi staf nya.",positif,positif,positif,positif,none,none,netral
7037,Traveloka,Hotel Santika Bandung,1/6/2016,pelayanan baik dan fasilitas cukup memuaskan,pelayanan baik dan fasilitas cukup memuaskan,none,none,positif,none,none,positif,none
7038,Traveloka,Hotel Santika Bandung,1/6/2016,"bagus dan memuaskan, pelayanan yang sangat baik.","bagus dan memuaskan, pelayanan yang sangat baik.",none,none,positif,none,none,none,none
7039,Traveloka,Hotel Santika Bandung,1/6/2016,"(minus state) untuk kategori executif - suasana kamar kesan jadulnya tidak sesuai dengan ekspektasi gambar kamar elegant yang ditampilkan pantas saja picture bathroom tidak ditampilkan karena tidak enak dipandang untuk ukuran hotel semewah santika (mungkin perlu rehab dan perbaikan suasana). lift barang saya gunakan untuk ke kamar dan lorong perjalanannya tidak seindah dengan lobby dan kesan hotel berbintang (positif state) kesan pertama service yang memuaskan, ramah dan sopan bahasa dan jamuan yang diberikan serasa berkelas kamar luas kategori executif seperti yang diharap, real 32 m2, cocok untuk keluarga yang mempunyai anak kecil suka berlarian kolam renang terlihat menarik dan sangat nyaman untuk bersantai duduk disekitarnya tempat breakfast elegant dan menawan, selera makan disini cukup bergairah dengan menu yang variatif dan terservice dengan baik parkir luas dan tidak masalah lebih dari 1 mobil letak hotel strategis untuk pusat perbelanjaan di bandung","(minus state) untuk kategori executif - suasana kamar kesan jadulnya tidak sesuai dengan ekspektasi gambar kamar elegant yang ditampilkan pantas saja picture bathroom tidak ditampilkan karena tidak enak dipandang untuk ukuran hotel semewah santika (mungkin perlu rehab dan perbaikan suasana). lift barang saya gunakan untuk ke kamar dan lorong perjalanannya tidak seindah dengan lobby dan kesan hotel berbintang (positif state) kesan pertama service yang memuaskan, ramah dan sopan bahasa dan jamuan yang diberikan serasa berkelas kamar luas kategori executif seperti yang diharap, real 32 m2, cocok untuk keluarga yang mempunyai anak kecil suka berlarian kolam renang terlihat menarik dan sangat nyaman untuk bersantai duduk disekitarnya tempat breakfast elegant dan menawan, selera makan disini cukup bergairah dengan menu yang variatif dan terservice dengan baik parkir luas dan tidak masalah lebih dari 1 mobil letak hotel strategis untuk pusat perbelanjaan di bandung",netral,none,positif,none,positif,positif,positif
7041,Traveloka,Hotel Santika Bandung,1/6/2016,booking hotel sudah dilakukan 5bln sebelumnya. namun saat check-in tidak bisa mendapatkan kamar sesuai pesanan. baru mendapatkan upgrade kamar setelah saya komplain. itupun hanya 2 kamar dari 3 kamar yang saya pesan. breakfast sangat sedikit pilihan menu. dan banyak yang sudah habis padahal baru jam 9 pagi,booking hotel sudah dilakukan 5bln sebelumnya. namun saat check-in tidak bisa mendapatkan kamar sesuai pesanan. baru mendapatkan upgrade kamar setelah saya komplain. itupun hanya 2 kamar dari 3 kamar yang saya pesan. breakfast sangat sedikit pilihan menu. dan banyak yang sudah habis padahal baru jam 9 pagi,none,none,negatif,none,none,none,negatif
7042,Traveloka,Hotel Santika Bandung,1/6/2016,lokasi hotel bagus baik pelayanan yang baik,lokasi hotel bagus baik pelayanan yang baik,none,none,positif,none,positif,none,none
7044,Traveloka,Hotel Santika Bandung,12/30/2015,"rata-rata saya selalu menikmati saya tinggal di santika hotel. hotel santika bandung memberikan pelayanan yang baik selama saya tinggal 28-30 desember 2015. ada beberapa hal yang perlu hotel untuk secara serius ditingkatkan. salah satu perbaikan adalah standar sarapan melayani, selama saya tinggal makanan yang disajikan cukup beragam namun sebagian besar melayani piring kosong selama beberapa waktu. fasilitas ruangan adalah faktor lain yang perlu ditingkatkan, koneksi kabel televisi miskin dalam kualitas dan untuk sekali koneksi adalah off. sprei juga memiliki noda di atasnya dan ini cukup menjengkelkan. wastafel juga tidak dalam kondisi yang baik. terakhir namun tidak sedikit adalah cleaning service mobil mereka, saya percaya mereka harus mempertimbangkan untuk menghapus kebijakan atau untuk benar-benar membuat layanan pembersihan mobil yang serius. saat itu tidak membantu karena meninggalkan goresan pada mobil kami. berharap mereka dapat meningkatkan layanan mereka.","rata-rata saya selalu menikmati saya tinggal di santika hotel. hotel santika bandung memberikan pelayanan yang baik selama saya tinggal 28-30 desember 2015. ada beberapa hal yang perlu hotel untuk secara serius ditingkatkan. salah satu perbaikan adalah standar sarapan melayani, selama saya tinggal makanan yang disajikan cukup beragam namun sebagian besar melayani piring kosong selama beberapa waktu. fasilitas ruangan adalah faktor lain yang perlu ditingkatkan, koneksi kabel televisi miskin dalam kualitas dan untuk sekali koneksi adalah off. sprei juga memiliki noda di atasnya dan ini cukup menjengkelkan. wastafel juga tidak dalam kondisi yang baik. terakhir namun tidak sedikit adalah cleaning service mobil mereka, saya percaya mereka harus mempertimbangkan untuk menghapus kebijakan atau untuk benar-benar membuat layanan pembersihan mobil yang serius. saat itu tidak membantu karena meninggalkan goresan pada mobil kami. berharap mereka dapat meningkatkan layanan mereka.",none,negatif,positif,none,none,negatif,negatif
7045,Traveloka,Hotel Santika Bandung,12/30/2015,"lokasi sangat strategis di tengah area wisata belanja, kebersihan kamar, kolam renang sangat terjaga, liburan yang menyenangkan","lokasi sangat strategis di tengah area wisata belanja, kebersihan kamar, kolam renang sangat terjaga, liburan yang menyenangkan",none,positif,none,none,positif,netral,none
7048,Traveloka,Hotel Santika Bandung,12/23/2015,"itu besar tinggal, kami pemesanan menit terakhir.","itu besar tinggal, kami pemesanan menit terakhir.",none,none,none,none,none,none,none
7049,Traveloka,Hotel Santika Bandung,12/16/2015,biasa aja tidak ada yang istimewa,biasa aja tidak ada yang istimewa,none,none,none,none,none,none,none
7050,Traveloka,Hotel Santika Bandung,12/16/2015,cukup baik dan lokasi strategis,cukup baik dan lokasi strategis,none,none,none,none,positif,none,none
7052,Traveloka,Hotel Santika Bandung,12/9/2015,"pelayanannya lama, hotelnya sepi.","pelayanannya lama, hotelnya sepi.",none,none,negatif,none,none,none,none
7053,Traveloka,Hotel Santika Bandung,12/9/2015,"harga bagus, pelayanan bagus, lokasi bagus.","harga bagus, pelayanan bagus, lokasi bagus.",none,none,positif,positif,positif,none,none
7054,Traveloka,Hotel Santika Bandung,12/9/2015,lokasi bagus dan kamar nyaman.,lokasi bagus dan kamar nyaman.,positif,none,none,none,positif,none,none
7055,Traveloka,Hotel Santika Bandung,12/9/2015,"weekend lalu bersama istri dan anak yang masih berumur 3 tahun berlibur dibandung dan menginap di santika, overall bagus hotelnya cozy, sangat bersih, pelayanan juga baik. memang standar hotel santika bias dipercaya. dan 1 lagi yang membuat saya pilih santika. lokasinya sangat-sangat strategis dari pusat kota","weekend lalu bersama istri dan anak yang masih berumur 3 tahun berlibur dibandung dan menginap di santika, overall bagus hotelnya cozy, sangat bersih, pelayanan juga baik. memang standar hotel santika bias dipercaya. dan 1 lagi yang membuat saya pilih santika. lokasinya sangat-sangat strategis dari pusat kota",positif,positif,positif,none,positif,none,none
7056,Traveloka,Hotel Santika Bandung,12/9/2015,"staf baik membantu; tampilan hotelnya perlu renovasi; makanannya ngga seperti santika lain, makanan terbatas padahal tamu sedikit, dan rasanya kurang. kalau bookong via traveloka atau onlien sejenis dapatnya kamar yang sisa, view buruk, minta double dikasih twin.","staf baik membantu; tampilan hotelnya perlu renovasi; makanannya ngga seperti santika lain, makanan terbatas padahal tamu sedikit, dan rasanya kurang. kalau bookong via traveloka atau onlien sejenis dapatnya kamar yang sisa, view buruk, minta double dikasih twin.",negatif,none,positif,none,none,none,negatif
7057,Traveloka,Hotel Santika Bandung,12/2/2015,lokasinya sangat strategis dekat mall.,lokasinya sangat strategis dekat mall.,none,none,none,none,positif,none,none
7058,Traveloka,Hotel Santika Bandung,12/2/2015,anak anak ku senang dan aksesnya dekat kemana,anak anak ku senang dan aksesnya dekat kemana,none,none,none,none,positif,none,none
7059,Traveloka,Hotel Santika Bandung,12/2/2015,pengalaman yang menyenangkan untuk liburan keluarga.,pengalaman yang menyenangkan untuk liburan keluarga.,none,none,none,none,none,none,none
7060,Traveloka,Hotel Santika Bandung,12/2/2015,fasilitas room perlu diremajakan supaya lebih fresh.,fasilitas room perlu diremajakan supaya lebih fresh.,none,none,none,none,none,negatif,none
7061,Traveloka,Hotel Santika Bandung,12/2/2015,"hotel yang terletak di tengah kota dan sangat dekat dengan tempat shopping di jalan riau, kolam renang yang bersih dan kamar yang luas. kemarin pas pesan via traveloka kamar superior dan ternyata ketika check-in pihak hotel meng upgrade ke deluxe karena superior telah penuh. kamar deluxe langsung dekat dengan kolam renang. menu sarapan khas dengan asian food akan tetapi perlu ditambah menu yang lebih banyak.","hotel yang terletak di tengah kota dan sangat dekat dengan tempat shopping di jalan riau, kolam renang yang bersih dan kamar yang luas. kemarin pas pesan via traveloka kamar superior dan ternyata ketika check-in pihak hotel meng upgrade ke deluxe karena superior telah penuh. kamar deluxe langsung dekat dengan kolam renang. menu sarapan khas dengan asian food akan tetapi perlu ditambah menu yang lebih banyak.",positif,positif,none,none,positif,positif,negatif
7062,Traveloka,Hotel Santika Bandung,12/2/2015,kamar cukup lega tapi sepertinya perlu renovasi di beberapa bagian,kamar cukup lega tapi sepertinya perlu renovasi di beberapa bagian,negatif,none,none,none,none,none,none
7063,Traveloka,Hotel Santika Bandung,12/2/2015,nyaman dan bersih kamarnya. ketak hotel juga strategis,nyaman dan bersih kamarnya. ketak hotel juga strategis,none,positif,none,none,positif,none,none
7064,Traveloka,Hotel Santika Bandung,12/2/2015,"pokoknya, keluarga saya puas, amin.","pokoknya, keluarga saya puas, amin.",none,none,none,none,none,none,none
7065,Traveloka,Hotel Santika Bandung,12/2/2015,"sangat mengecewakan. sarapan sama sekali tidak enak. tidak layak hotel santika yang namanya tersohor breakfastna benar benar buruk. dari segi rasa buruk, variasi juga kurang. tidak akan kembali ke hotel santika bandung lagi.","sangat mengecewakan. sarapan sama sekali tidak enak. tidak layak hotel santika yang namanya tersohor breakfastna benar benar buruk. dari segi rasa buruk, variasi juga kurang. tidak akan kembali ke hotel santika bandung lagi.",none,none,none,none,none,none,negatif
7066,Traveloka,Hotel Santika Bandung,12/2/2015,"secara keseluruhan, pengalaman menginap cukup baik. namun, hotel ini sudah tua dan perlu direnovasi. keunggulan hotel ini adalah lokasinya yang strategis, dengan supermarket dan restoran tepat di depannya.","secara keseluruhan, pengalaman menginap cukup baik. namun, hotel ini sudah tua dan perlu direnovasi. keunggulan hotel ini adalah lokasinya yang strategis, dengan supermarket dan restoran tepat di depannya.",negatif,none,none,none,positif,none,none
7067,Traveloka,Hotel Santika Bandung,11/18/2015,lokasi strategis dan dekat dengan fo,lokasi strategis dan dekat dengan fo,none,none,none,none,positif,none,none
7068,Traveloka,Hotel Santika Bandung,11/18/2015,hotel bagus di lokasi yang strategis.,hotel bagus di lokasi yang strategis.,none,none,none,none,positif,none,none
7069,Traveloka,Hotel Santika Bandung,11/18/2015,"hotel yang bagus, pelayanan yang baik, dan lokasi yang strategis.","hotel yang bagus, pelayanan yang baik, dan lokasi yang strategis.",none,none,positif,none,positif,none,none
7070,Traveloka,Hotel Santika Bandung,11/18/2015,hotel yang sangat bagus dan tempat yang menyenangkan untuk berlibur.,hotel yang sangat bagus dan tempat yang menyenangkan untuk berlibur.,none,none,none,none,none,none,none
7071,Traveloka,Hotel Santika Bandung,11/18/2015,"kamarnya nyaman, air conditioner sangat dingin. br, sarapan bagus","kamarnya nyaman, air conditioner sangat dingin. br, sarapan bagus",positif,none,none,none,none,none,positif
7072,Traveloka,Hotel Santika Bandung,11/18/2015,"saya memesan tempat tidur ukuran king, tetapi ternyata mereka hanya menggabungkan dua tempat tidur single menjadi satu. setiap kali saya ingin menyalakan lampu baca, saya harus sedikit mendorong tempat tidur karena saklarnya tertutup oleh tempat tidur. sarapan biasa saja. mereka kekurangan staf. kamarnya bagus, tetapi kamar mandi perlu direnovasi, terutama pada kusen pintu. air di kolam renang terlalu dingin.","saya memesan tempat tidur ukuran king, tetapi ternyata mereka hanya menggabungkan dua tempat tidur single menjadi satu. setiap kali saya ingin menyalakan lampu baca, saya harus sedikit mendorong tempat tidur karena saklarnya tertutup oleh tempat tidur. sarapan biasa saja. mereka kekurangan staf. kamarnya bagus, tetapi kamar mandi perlu direnovasi, terutama pada kusen pintu. air di kolam renang terlalu dingin.",negatif,none,netral,none,none,negatif,netral
7074,Traveloka,Hotel Santika Bandung,11/18/2015,"kamar bagus, tempat nyaman dan dekat dengan mal bip. makanan enak. staf ramah. secara keseluruhan pelayanan sangat baik.","kamar bagus, tempat nyaman dan dekat dengan mal bip. makanan enak. staf ramah. secara keseluruhan pelayanan sangat baik.",positif,none,positif,none,positif,none,positif
7075,Traveloka,Hotel Santika Bandung,11/18/2015,pelayanan bagus dan dekat kalau mau belanja ke outlet,pelayanan bagus dan dekat kalau mau belanja ke outlet,none,none,positif,none,positif,none,none
7080,Traveloka,Hotel Santika Bandung,11/11/2015,"ini hotel yang bagus, pelayanannya baik.","ini hotel yang bagus, pelayanannya baik.",none,none,none,none,none,none,none
7082,Traveloka,Hotel Santika Bandung,11/4/2015,"kesan selama menginap di santika bandung sangat luar biasa. lokasi strategis, dapat upgrade kamar bebas tanpa biaya. penjemputan dan pengantaran ke bandara juga free. kebersihan dan kenyamanan sangat baik banget. dan sarapanny awesome. next ke bandung pasti menginap disini. untuk sarannha internet wi-fi ditingkatkan lagi kualitasnya, biar tidak bolak balik login.","kesan selama menginap di santika bandung sangat luar biasa. lokasi strategis, dapat upgrade kamar bebas tanpa biaya. penjemputan dan pengantaran ke bandara juga free. kebersihan dan kenyamanan sangat baik banget. dan sarapanny awesome. next ke bandung pasti menginap disini. untuk sarannha internet wi-fi ditingkatkan lagi kualitasnya, biar tidak bolak balik login.",none,positif,positif,positif,positif,negatif,positif
7084,Traveloka,Hotel Santika Bandung,11/4/2015,"menyenangkan, lokasi-room ( kebetulan superior )-breakfast-all crew/staff semua baik, semoga selalu dijaga-dipertahankan-dikembangkan semua nya. sehat-sukses selalu u all crew/staff dan hotel santika.","menyenangkan, lokasi-room ( kebetulan superior )-breakfast-all crew/staff semua baik, semoga selalu dijaga-dipertahankan-dikembangkan semua nya. sehat-sukses selalu u all crew/staff dan hotel santika.",none,none,positif,none,positif,none,positif
7085,Traveloka,Hotel Santika Bandung,11/4/2015,memuaskan untuk letaknya karena sangat strategis dan untuk pelayanan cukup memuaskan. hanya kepuasan kamar mandi yang agak kurang,memuaskan untuk letaknya karena sangat strategis dan untuk pelayanan cukup memuaskan. hanya kepuasan kamar mandi yang agak kurang,netral,negatif,positif,none,positif,none,none
7086,Traveloka,Hotel Santika Bandung,11/4/2015,lokasinya strategis dan fasilitas kolam renangnya baik buat anak juga bisa.,lokasinya strategis dan fasilitas kolam renangnya baik buat anak juga bisa.,none,none,none,none,positif,positif,none
7087,Traveloka,Hotel Santika Bandung,10/28/2015,komentar kami semua bagus. cuma view kamar saat itu mengapa dikasihi kamar yang menghadap tempat sampah di seberang jalan.,komentar kami semua bagus. cuma view kamar saat itu mengapa dikasihi kamar yang menghadap tempat sampah di seberang jalan.,netral,negatif,none,none,none,none,none
7088,Traveloka,Hotel Santika Bandung,10/28/2015,"lokasi sangat strategis, gampang cari tempat makan di sekitar hotel","lokasi sangat strategis, gampang cari tempat makan di sekitar hotel",none,none,none,none,positif,none,none
7089,Traveloka,Hotel Santika Bandung,10/28/2015,baik kamar dan layanan. dan lokasi strategis.,baik kamar dan layanan. dan lokasi strategis.,positif,none,positif,none,positif,none,none
7090,Traveloka,Hotel Santika Bandung,10/21/2015,"1. bangunan sudah terlalu tua, terutama kamar mandi. 2. televisi terlalu kecil.","1. bangunan sudah terlalu tua, terutama kamar mandi. 2. televisi terlalu kecil.",negatif,none,none,none,none,negatif,none
7091,Traveloka,Hotel Santika Bandung,10/21/2015,"untuk hotel bintang 3, santika bandung cukup memuaskan. letaknya dekat sekali dengan fo. variasi menu sarapan cukup banyak. ukuran tempat tidur yang besar cukup membuat saya senang karena saya membawa bayi. hanya saja ketika check-in saya harus menunggu sekitar 20 menit karena kamar belum siap. kolam renangnya terlalu banyak menggunakan kaporit dan kurang bersih. air conditioner di kamar temperaturnya tidak bisa diatur sehingga anak saya kedinginan. channel televisi nya beberapa tidak jelas. lampu kamar berwarna kuning dan kurang banyak sehingga suasanya kamar terlalu gelap. diluar semua itu, menyenangkan bermalam di santika bandung","untuk hotel bintang 3, santika bandung cukup memuaskan. letaknya dekat sekali dengan fo. variasi menu sarapan cukup banyak. ukuran tempat tidur yang besar cukup membuat saya senang karena saya membawa bayi. hanya saja ketika check-in saya harus menunggu sekitar 20 menit karena kamar belum siap. kolam renangnya terlalu banyak menggunakan kaporit dan kurang bersih. air conditioner di kamar temperaturnya tidak bisa diatur sehingga anak saya kedinginan. channel televisi nya beberapa tidak jelas. lampu kamar berwarna kuning dan kurang banyak sehingga suasanya kamar terlalu gelap. diluar semua itu, menyenangkan bermalam di santika bandung",negatif,positif,negatif,none,positif,negatif,positif
7092,Traveloka,Hotel Santika Bandung,10/21/2015,"lokasi strategis, 20 thn yang lalu saat bertugas saya menginap di sini. dan saat ini tidak byak perubahan di interior dan exterior hotel, breakfast lumayan walau tidak istimewa","lokasi strategis, 20 thn yang lalu saat bertugas saya menginap di sini. dan saat ini tidak byak perubahan di interior dan exterior hotel, breakfast lumayan walau tidak istimewa",none,none,none,none,positif,none,netral
7094,Traveloka,Hotel Santika Bandung,10/21/2015,bagus place. terutama deket dengan fo. hehehe,bagus place. terutama deket dengan fo. hehehe,none,none,none,none,none,none,none
7095,Traveloka,Hotel Santika Bandung,10/21/2015,pelayanan nya baik. karyawan nya ramah. kamar bersih dan dekat mall kalau mau beli-beli.,pelayanan nya baik. karyawan nya ramah. kamar bersih dan dekat mall kalau mau beli-beli.,positif,positif,positif,none,positif,none,none
7097,Traveloka,Hotel Santika Bandung,10/21/2015,untuk dari segi kenyamanan dan lokasi sangat membantu dan memuaskan. tapi kebetulan kamar mandi nya agak bau apakah kebetulan atau tidaknya. untuk yang lainnya sangat memuaskan.,untuk dari segi kenyamanan dan lokasi sangat membantu dan memuaskan. tapi kebetulan kamar mandi nya agak bau apakah kebetulan atau tidaknya. untuk yang lainnya sangat memuaskan.,positif,negatif,none,none,positif,none,none
7098,Traveloka,Hotel Santika Bandung,10/21/2015,nyaman dan pelayanan bagus lokasi mudah dijangkau,nyaman dan pelayanan bagus lokasi mudah dijangkau,positif,none,positif,none,positif,none,none
7099,Traveloka,Hotel Santika Bandung,10/14/2015,sangat nyaman bagi saya dan keluarga.,sangat nyaman bagi saya dan keluarga.,positif,none,none,none,none,none,none
7101,Traveloka,Hotel Santika Bandung,10/14/2015,sudah baik. kamar bersih. pelayanan baik,sudah baik. kamar bersih. pelayanan baik,positif,positif,positif,none,none,none,none
7102,Traveloka,Hotel Santika Bandung,10/7/2015,"lokasi bagus. kebersihan dalam kamar untuk tempat tidur baik, lantai kotor demikian juga dengan toilet di lobby. ada suara berisik karena ada maintenance di kamar sebelah. makanan kurang berkwalitas. pelayanan baik, namun sayang barang saya yang tertinggal tidak segera diinformasikan, karena saya juga menyadarinya sesudah sampai di jakarta di sore hari.","lokasi bagus. kebersihan dalam kamar untuk tempat tidur baik, lantai kotor demikian juga dengan toilet di lobby. ada suara berisik karena ada maintenance di kamar sebelah. makanan kurang berkwalitas. pelayanan baik, namun sayang barang saya yang tertinggal tidak segera diinformasikan, karena saya juga menyadarinya sesudah sampai di jakarta di sore hari.",negatif,negatif,netral,none,positif,none,negatif
7103,Traveloka,Hotel Santika Bandung,10/7/2015,"kesan sangat puas karena letak hotel strategis, kami juga mendapatkan pelayanan antar jemput di bandara. bahkan kami terkesan karena pihak hotel juga mengantarkan kami sekeluarga ke trans studio selain juga pihak hotel menyediakan voucher trans studio sehingga sangat menghemat waktu kami tanpa perlu lama mengantri di tiket counter trans studio. overall very recommended","kesan sangat puas karena letak hotel strategis, kami juga mendapatkan pelayanan antar jemput di bandara. bahkan kami terkesan karena pihak hotel juga mengantarkan kami sekeluarga ke trans studio selain juga pihak hotel menyediakan voucher trans studio sehingga sangat menghemat waktu kami tanpa perlu lama mengantri di tiket counter trans studio. overall very recommended",none,none,positif,none,positif,none,none
7104,Traveloka,Hotel Santika Bandung,10/7/2015,"bagus, pelayanan super ramah, lokasi dekat kemana mana, cuma hotel santika yang tersohor namanya dan harga bintang sayang tidak ada bisnis centre nya","bagus, pelayanan super ramah, lokasi dekat kemana mana, cuma hotel santika yang tersohor namanya dan harga bintang sayang tidak ada bisnis centre nya",none,none,positif,netral,positif,none,none
7105,Traveloka,Hotel Santika Bandung,10/7/2015,"tempat yang bagus, membersihkan kamar. hanya layanan wi-fi ini kadang-kadang sulit untuk mengakses di dalam ruangan.","tempat yang bagus, membersihkan kamar. hanya layanan wi-fi ini kadang-kadang sulit untuk mengakses di dalam ruangan.",none,none,netral,none,none,negatif,none
7106,Traveloka,Hotel Santika Bandung,9/30/2015,hotel nyaman yang bernuansa klasik,hotel nyaman yang bernuansa klasik,positif,none,none,none,none,none,none
7107,Traveloka,Hotel Santika Bandung,9/30/2015,"dapat diupgrade kamar ke junior suite karena tipe kamar yang di booking habis, pelayanan bagus, makanan enak, staf ramah.","dapat diupgrade kamar ke junior suite karena tipe kamar yang di booking habis, pelayanan bagus, makanan enak, staf ramah.",none,none,positif,none,none,none,positif
7108,Traveloka,Hotel Santika Bandung,9/30/2015,"sudah beberapa kali menginap di santika bandung, tidak pernah mengecewakan. salahsatu dari beberapa hotel yang memberikan pelayanan cuci mobil selama menginap. jempol.","sudah beberapa kali menginap di santika bandung, tidak pernah mengecewakan. salahsatu dari beberapa hotel yang memberikan pelayanan cuci mobil selama menginap. jempol.",none,none,positif,none,none,none,none
7109,Traveloka,Hotel Santika Bandung,9/23/2015,layanannya sangat baik dengan personality yang ramah.,layanannya sangat baik dengan personality yang ramah.,none,none,positif,none,none,none,none
