ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan,Alasan_Kenyamanan,Alasan_Kebersihan,Alasan_Pelayanan,Alasan_Harga,Alasan_Lokasi,Alasan_Fasilitas,Alasan_Makanan
13406,Traveloka,Hotel Santika Megacity Bekasi,2018-01-13,"mulai dari pelayanan, tempat, dan makanan semua enak nyaman.",positif,,positif,,,,positif,"mulai dari pelayanan, tempat, dan makanan semua enak nyaman.",,"mulai dari pelayanan, tempat, dan makanan semua enak nyaman.",,,,"mulai dari pelayanan, tempat, dan makanan semua enak nyaman."
13741,Traveloka,Hotel Santika Megacity Bekasi,2017-04-29,akses menuju hotel dari mall kalau malam sedikit membingungkan. selebihnya baik,,,,,,,negatif,,,,,,,akses menuju hotel dari mall kalau malam sedikit membingungkan.
13863,Traveloka,Hotel Santika Megacity Bekasi,2017-02-04,"sangat memuaskan, lift dari mall ke hotel rada lama.",,,,,netral,netral,,,,,,"sangat memuaskan, lift dari mall ke hotel rada lama.","sangat memuaskan, lift dari mall ke hotel rada lama.",
13873,Traveloka,Hotel Santika Megacity Bekasi,2017-01-28,ada guest relation yang datang ke kamar untuk nawarin koran. tapi caranya yang main ketuk pintu terus langsung buka pintu itu tidak sopan banget ya.,,,netral,,,,,,,tapi caranya yang main ketuk pintu terus langsung buka pintu itu tidak sopan banget ya.,,,,
13886,Traveloka,Hotel Santika Megacity Bekasi,2017-01-07,"lantainya berdebu, bedding setnya pemilihannya bahannya yang kasar. ketika order room service, pesanannya lama sekali datangnya. kemudian kembali order room service di jam 11 pm, line room service tidak diangkat, operator juga tidak di angkat (room service 24 hr)",,negatif,negatif,,,,,,"lantainya berdebu, bedding setnya pemilihannya bahannya yang kasar.","kemudian kembali order room service di jam 11 pm, line room service tidak diangkat, operator juga tidak di angkat (room service 24 hr)",,,,
13894,Traveloka,Hotel Santika Megacity Bekasi,2016-12-31,"kamar bau, tidak wangi. kamar mandi kuranh bersih. makanan sih enak ko",netral,netral,,,,,positif,"kamar bau, tidak wangi.","kamar bau, tidak wangi. ... kamar mandi kuranh bersih.",,,,,makanan sih enak ko
13918,Traveloka,Hotel Santika Megacity Bekasi,2016-12-03,"enak dan nyaman, lokasinya strategis",positif,,,positif,positif,,positif,"enak dan nyaman, lokasinya strategis",,,"enak dan nyaman, lokasinya strategis","enak dan nyaman, lokasinya strategis",,"enak dan nyaman, lokasinya strategis"
14137,Traveloka,Hotel Santika Tasikmalaya,2023-02-18,"kami selalu menginap di hotel ini setiap kali kami bepergian ke tasikmalaya, baik untuk perjalanan keluarga maupun bisnis. stafnya ramah, makanannya enak, dan mereka menyajikan menu tradisional yang tidak akan anda temukan di tempat lain. kamar bersih dan bernilai uang. kolam renang yang bagus, meskipun saya tidak pernah memiliki kesempatan untuk mencoba gym. hotel ini terletak di sekitar restoran dan makanan jalanan, membuat hidup saya lebih mudah.",,positif,netral,,netral,netral,netral,,kamar bersih dan bernilai uang.,"stafnya ramah, makanannya enak, dan mereka menyajikan menu tradisional yang tidak akan anda temukan di tempat lain.",,"kami selalu menginap di hotel ini setiap kali kami bepergian ke tasikmalaya, baik untuk perjalanan keluarga maupun bisnis. ... hotel ini terletak di sekitar res","kolam renang yang bagus, meskipun saya tidak pernah memiliki kesempatan untuk mencoba gym.","stafnya ramah, makanannya enak, dan mereka menyajikan menu tradisional yang tidak akan anda temukan di tempat lain. ... hotel ini terletak di sekitar restoran d"
14511,Traveloka,Hotel Santika Tasikmalaya,2018-09-22,"menu sarapan komplet, kamar mandi perlu retouch sedikit dan handuk prefer lebih tebal lagi. saya request smoking room, tapi tidak ada asbak. apa harus request ya?",negatif,negatif,,,,negatif,negatif,"menu sarapan komplet, kamar mandi perlu retouch sedikit dan handuk prefer lebih tebal lagi.","menu sarapan komplet, kamar mandi perlu retouch sedikit dan handuk prefer lebih tebal lagi.",,,,"menu sarapan komplet, kamar mandi perlu retouch sedikit dan handuk prefer lebih tebal lagi.","menu sarapan komplet, kamar mandi perlu retouch sedikit dan handuk prefer lebih tebal lagi."
14573,Traveloka,Hotel Santika Tasikmalaya,2018-06-02,"lokasi hotel strategis, dekat dengan kuliner dan tempat bordir khas tasik",,,,positif,positif,,,,,,"lokasi hotel strategis, dekat dengan kuliner dan tempat bordir khas tasik","lokasi hotel strategis, dekat dengan kuliner dan tempat bordir khas tasik",,
14806,Traveloka,Hotel Santika Tasikmalaya,2017-02-25,"pelayanan ramah, hotel yang bersih, sarapan yang variatif dan tempat yang strategis di tengah kota. pokoknya recommended hotel deh.",,positif,positif,positif,positif,,positif,,"pelayanan ramah, hotel yang bersih, sarapan yang variatif dan tempat yang strategis di tengah kota.","pelayanan ramah, hotel yang bersih, sarapan yang variatif dan tempat yang strategis di tengah kota.","pelayanan ramah, hotel yang bersih, sarapan yang variatif dan tempat yang strategis di tengah kota.","pelayanan ramah, hotel yang bersih, sarapan yang variatif dan tempat yang strategis di tengah kota.",,"pelayanan ramah, hotel yang bersih, sarapan yang variatif dan tempat yang strategis di tengah kota."
14845,Traveloka,Hotel Santika Tasikmalaya,2017-01-21,sangat bersih. rapi. wifinya juga cepet. pelayan nya sopan. pokoknya the best la,,positif,positif,,,negatif,,,sangat bersih.,pelayan nya sopan.,,,wifinya juga cepet.,
14913,Traveloka,Hotel Santika Tasikmalaya,2016-07-09,hotel sahur prasmanan adalah menyenangkan! dan cinta keramahan. semua staf yang ramah kecuali staf meja depan. terima kasih,,,positif,,,,,,,semua staf yang ramah kecuali staf meja depan.,,,,
15026,Traveloka,Hotel Santika Tasikmalaya,2015-08-29,"lokasi strategis, sarapan enak, kamar luas. keluarga senang.",positif,,,positif,positif,,positif,"lokasi strategis, sarapan enak, kamar luas.",,,"lokasi strategis, sarapan enak, kamar luas.","lokasi strategis, sarapan enak, kamar luas.",,"lokasi strategis, sarapan enak, kamar luas."
